Year,Zip,RatsN
15,10001,9200
15,10002,22300
15,10003,16200
15,10005,600
15,10006,0
15,10007,3100
15,10009,23600
15,10010,6400
15,10011,12500
15,10012,15600
15,10013,12500
15,10014,12200
15,10016,6100
15,10017,2100
15,10018,1800
15,10019,6700
15,10020,0
15,10021,4300
15,10022,9500
15,10023,11600
15,10024,17700
15,10025,35500
15,10026,12500
15,10027,28500
15,10028,9800
15,10029,21400
15,10030,13500
15,10031,25700
15,10032,19300
15,10033,25700
15,10034,12800
15,10035,13500
15,10036,8600
15,10037,6700
15,10038,6700
15,10039,7300
15,10040,10100
15,10044,0
15,10065,4000
15,10069,0
15,10075,1500
15,10128,16800
15,10280,900
15,10301,13800
15,10302,5200
15,10303,10400
15,10304,10400
15,10305,14100
15,10306,15300
15,10307,3700
15,10308,8000
15,10309,4600
15,10310,7000
15,10312,8300
15,10314,14700
15,10451,13200
15,10452,29400
15,10453,28500
15,10454,11900
15,10455,17100
15,10456,41900
15,10457,39500
15,10458,34000
15,10459,22300
15,10460,26600
15,10461,6700
15,10462,16200
15,10463,15300
15,10464,900
15,10465,7000
15,10466,18400
15,10467,30900
15,10468,25700
15,10469,19600
15,10470,2800
15,10471,4000
15,10472,26300
15,10473,6400
15,10474,7600
15,10475,600
15,11001,1800
15,11004,1200
15,11101,10100
15,11102,2400
15,11103,12800
15,11104,3400
15,11105,3700
15,11106,5200
15,11201,10700
15,11203,17100
15,11204,9500
15,11205,12800
15,11206,26900
15,11207,38900
15,11208,26600
15,11209,4300
15,11210,8300
15,11211,18700
15,11212,19600
15,11213,27800
15,11214,8300
15,11215,16800
15,11216,47400
15,11217,21100
15,11218,8000
15,11219,8000
15,11220,6700
15,11221,66400
15,11222,26900
15,11223,11000
15,11224,4000
15,11225,17400
15,11226,31200
15,11228,4300
15,11229,7300
15,11230,6100
15,11231,6700
15,11232,3400
15,11233,46200
15,11234,8600
15,11235,8300
15,11236,13500
15,11237,29400
15,11238,33700
15,11242,0
15,11249,4300
15,11354,4300
15,11355,6400
15,11356,2400
15,11357,2100
15,11358,300
15,11360,600
15,11361,2400
15,11362,900
15,11363,600
15,11364,1500
15,11365,2100
15,11366,600
15,11367,4900
15,11368,11000
15,11369,4300
15,11370,3700
15,11372,6100
15,11373,15600
15,11374,4300
15,11375,5800
15,11377,15900
15,11378,5500
15,11379,5800
15,11385,36100
15,11411,3700
15,11412,9200
15,11413,8600
15,11414,3100
15,11415,1200
15,11416,4600
15,11417,8900
15,11418,4600
15,11419,6100
15,11420,7600
15,11421,3700
15,11422,3400
15,11423,2100
15,11426,1500
15,11427,1500
15,11428,900
15,11429,5800
15,11432,11600
15,11433,12200
15,11434,8900
15,11435,11600
15,11436,6100
15,11691,4600
15,11692,1200
15,11693,900
15,11694,1800
