"Year","zip","Borough","Neighborhood","Percentage","Number"
17,11102,"QUEENS","NORTHWEST QUEENS","0.016485759",3652.94117647059
17,11103,"QUEENS","NORTHWEST QUEENS","0.016485759",17452.9411764706
17,11104,"QUEENS","NORTHWEST QUEENS","0.016485759",4464.70588235294
17,11105,"QUEENS","NORTHWEST QUEENS","0.016485759",5276.47058823529
17,11106,"QUEENS","NORTHWEST QUEENS","0.016485759",8523.52941176471
17,11201,"BROOKLYN","NORTHWEST BROOKLYN","0.054925324",17139.1304347826
17,11203,"BROOKLYN","FLATBUSH","0.045784706",21300
17,11204,"BROOKLYN","BOROUGH PARK","0.018852526",15983.3333333333
17,11205,"BROOKLYN","NORTHWEST BROOKLYN","0.054925324",31421.7391304348
17,11206,"BROOKLYN","SUNSET PARK","0.046682445",37102.0408163265
17,11207,"BROOKLYN","EAST NEW YORK AND NEW LOTS","0.030523137",62515.3846153846
17,11208,"BROOKLYN","EAST NEW YORK AND NEW LOTS","0.030523137",30761.5384615385
17,11209,"BROOKLYN","SOUTHWEST BROOKLYN","0.006202563",3735.50401427297
17,11210,"BROOKLYN","FLATBUSH","0.045784706",7800
17,11211,"BROOKLYN","GREENPOINT","0.021708969",44856.5217391304
17,11212,"BROOKLYN","CENTRAL BROOKLYN","0.10405615",37421.4285714286
17,11213,"BROOKLYN","CENTRAL BROOKLYN","0.10405615",37019.0476190476
17,11214,"BROOKLYN","SOUTHWEST BROOKLYN","0.006202563",7471.00802854594
17,11215,"BROOKLYN","NORTHWEST BROOKLYN","0.054925324",42371.7391304348
17,11216,"BROOKLYN","CENTRAL BROOKLYN","0.10405615",71221.4285714286
17,11217,"BROOKLYN","NORTHWEST BROOKLYN","0.054925324",31421.7391304348
17,11218,"BROOKLYN","BOROUGH PARK","0.018852526",25116.6666666667
17,11219,"BROOKLYN","BOROUGH PARK","0.018852526",27400
17,11220,"BROOKLYN","BUSHWICK AND WILLIAMSBURG","0.007018689",7844.55842997324
17,11221,"BROOKLYN","SUNSET PARK","0.046682445",84510.2040816326
17,11222,"BROOKLYN","GREENPOINT","0.021708969",18886.9565217391
17,11223,"BROOKLYN","SOUTHERN BROOKLYN","0.015669632",17456.25
17,11224,"BROOKLYN","SOUTHERN BROOKLYN","0.015669632",8312.5
17,11225,"BROOKLYN","FLATBUSH","0.045784706",13800
17,11226,"BROOKLYN","FLATBUSH","0.045784706",39600
17,11228,"BROOKLYN","SOUTHWEST BROOKLYN","0.006202563",4109.05441570027
17,11229,"BROOKLYN","SOUTHERN BROOKLYN","0.015669632",10806.25
17,11230,"BROOKLYN","BOROUGH PARK","0.018852526",27400
17,11231,"BROOKLYN","NORTHWEST BROOKLYN","0.054925324",16186.9565217391
17,11232,"BROOKLYN","BUSHWICK AND WILLIAMSBURG","0.007018689",4482.60481712756
17,11233,"BROOKLYN","CENTRAL BROOKLYN","0.10405615",59552.380952381
17,11234,"BROOKLYN","CANARSIE AND FLATLANDS","0.010038358",13074.2640499554
17,11235,"BROOKLYN","SOUTHERN BROOKLYN","0.015669632",37406.25
17,11236,"BROOKLYN","CANARSIE AND FLATLANDS","0.010038358",15315.5664585192
17,11237,"BROOKLYN","#N/A","#N/A",29884.0321141838
17,11238,"BROOKLYN","CENTRAL BROOKLYN","0.10405615",41847.619047619
17,11249,"BROOKLYN","#N/A","#N/A",8591.65923282783
17,11354,"QUEENS","NORTH QUEENS","0.009630295",4856.15521855486
17,11355,"QUEENS","NORTH QUEENS","0.009630295",7844.55842997324
17,11356,"QUEENS","NORTH QUEENS","0.009630295",2241.30240856378
17,11357,"QUEENS","NORTH QUEENS","0.009630295",5976.80642283675
17,11358,"QUEENS","NORTH QUEENS","0.009630295",3361.95361284567
17,11360,"QUEENS","NORTH QUEENS","0.009630295",1120.65120428189
17,11361,"QUEENS","NORTHEAST QUEENS","0.004325471",5976.80642283675
17,11362,"QUEENS","NORTHEAST QUEENS","0.004325471",1494.20160570919
17,11363,"QUEENS","NORTHEAST QUEENS","0.004325471",747.100802854594
17,11364,"QUEENS","NORTHEAST QUEENS","0.004325471",747.100802854594
17,11365,"QUEENS","CENTRAL QUEENS","0.002203542",2241.30240856378
17,11366,"QUEENS","CENTRAL QUEENS","0.002203542",747.100802854594
17,11367,"QUEENS","CENTRAL QUEENS","0.002203542",1494.20160570919
17,11368,"QUEENS","WEST QUEENS","0.032155391",21560.3448275862
17,11369,"QUEENS","WEST QUEENS","0.032155391",7362.06896551724
17,11370,"QUEENS","WEST QUEENS","0.032155391",5258.62068965517
17,11372,"QUEENS","WEST QUEENS","0.032155391",22086.2068965517
17,11373,"QUEENS","WEST QUEENS","0.032155391",18405.1724137931
17,11374,"QUEENS","WEST CENTRAL QUEENS","0.024238962",13076.9230769231
17,11375,"QUEENS","WEST CENTRAL QUEENS","0.024238962",6153.84615384615
17,11377,"QUEENS","WEST QUEENS","0.032155391",26293.1034482759
17,11378,"QUEENS","WEST QUEENS","0.032155391",12620.6896551724
17,11379,"QUEENS","WEST CENTRAL QUEENS","0.024238962",17692.3076923077
17,11385,"QUEENS","WEST CENTRAL QUEENS","0.024238962",80769.2307692308
17,11411,"QUEENS","SOUTHEAST QUEENS","0.008732555",4109.05441570027
17,11412,"QUEENS","JAMAICA","0.03060475",19397.3684210526
17,11413,"QUEENS","SOUTHEAST QUEENS","0.008732555",8591.65923282783
17,11414,"QUEENS","SOUTHWEST QUEENS","0.019178977",11025
17,11415,"QUEENS","SOUTHWEST QUEENS","0.019178977",5512.5
17,11416,"QUEENS","SOUTHWEST QUEENS","0.019178977",14175
17,11417,"QUEENS","SOUTHWEST QUEENS","0.019178977",17325
17,11418,"QUEENS","SOUTHWEST QUEENS","0.019178977",14175
17,11419,"QUEENS","SOUTHWEST QUEENS","0.019178977",21262.5
17,11420,"QUEENS","SOUTHWEST QUEENS","0.019178977",15750
17,11421,"QUEENS","SOUTHWEST QUEENS","0.019178977",13387.5
17,11422,"QUEENS","SOUTHEAST QUEENS","0.008732555",4482.60481712756
17,11423,"QUEENS","JAMAICA","0.03060475",7902.63157894737
17,11426,"QUEENS","SOUTHEAST QUEENS","0.008732555",2614.85280999108
17,11427,"QUEENS","SOUTHEAST QUEENS","0.008732555",1867.75200713649
17,11428,"QUEENS","SOUTHEAST QUEENS","0.008732555",747.100802854594
17,11429,"QUEENS","SOUTHEAST QUEENS","0.008732555",3361.95361284567
17,11432,"QUEENS","JAMAICA","0.03060475",28736.8421052632
17,11433,"QUEENS","JAMAICA","0.03060475",28018.4210526316
17,11434,"QUEENS","JAMAICA","0.03060475",28018.4210526316
17,11435,"QUEENS","JAMAICA","0.03060475",36639.4736842105
17,11436,"QUEENS","JAMAICA","0.03060475",10776.3157894737
17,11691,"QUEENS","ROCKAWAYS","0.004570309",7471.00802854594
17,11692,"QUEENS","ROCKAWAYS","0.004570309",1867.75200713649
17,11693,"QUEENS","ROCKAWAYS","0.004570309",1494.20160570919
17,11694,"QUEENS","ROCKAWAYS","0.004570309",2614.85280999108
17,11697,"QUEENS","ROCKAWAYS","0.004570309",0
