"Year","zip","Borough","Neighborhood","Percentage","Number"
17,10001,"MANHATTAN","CHELSEA AND CLINTON","0.01836285",9436.66666666667
17,10002,"MANHATTAN","LOWER EAST SIDE","0.023994124",17630.7692307692
17,10003,"MANHATTAN","LOWER EAST SIDE","0.023994124",14692.3076923077
17,10004,"MANHATTAN","LOWER MANHATTAN","0.003999021",1120.65120428189
17,10005,"MANHATTAN","LOWER MANHATTAN","0.003999021",1494.20160570919
17,10006,"MANHATTAN","LOWER MANHATTAN","0.003999021",1120.65120428189
17,10007,"MANHATTAN","LOWER MANHATTAN","0.003999021",747.100802854594
17,10009,"MANHATTAN","LOWER EAST SIDE","0.023994124",16528.8461538462
17,10010,"MANHATTAN","GRAMERCY PARK AND MURRAY HILL","0.008650943",6350.35682426405
17,10011,"MANHATTAN","CHELSEA AND CLINTON","0.01836285",11423.3333333333
17,10012,"MANHATTAN","GREENWICH VILLAGE AND SOHO","0.009956745",11206.5120428189
17,10013,"MANHATTAN","GREENWICH VILLAGE AND SOHO","0.009956745",11580.0624442462
17,10014,"MANHATTAN","GREENWICH VILLAGE AND SOHO","0.009956745",12700.7136485281
17,10016,"MANHATTAN","GRAMERCY PARK AND MURRAY HILL","0.008650943",7471.00802854594
17,10017,"MANHATTAN","GRAMERCY PARK AND MURRAY HILL","0.008650943",1494.20160570919
17,10018,"MANHATTAN","CHELSEA AND CLINTON","0.01836285",4966.66666666667
17,10019,"MANHATTAN","CHELSEA AND CLINTON","0.01836285",12913.3333333333
17,10021,"MANHATTAN","UPPER EAST SIDE","0.019015751",12107.5
17,10022,"MANHATTAN","GRAMERCY PARK AND MURRAY HILL","0.008650943",7097.45762711864
17,10023,"MANHATTAN","UPPER WEST SIDE","0.037215376",5407.01754385965
17,10024,"MANHATTAN","UPPER WEST SIDE","0.037215376",14340.350877193
17,10025,"MANHATTAN","UPPER WEST SIDE","0.037215376",24214.0350877193
17,10026,"MANHATTAN","CENTRAL HARLEM","0.039010854",16221.0526315789
17,10027,"MANHATTAN","CENTRAL HARLEM","0.039010854",13800
17,10028,"MANHATTAN","UPPER EAST SIDE","0.019015751",22545
17,10029,"MANHATTAN","EAST HARLEM","0.016812209",17915.2173913043
17,10030,"MANHATTAN","CENTRAL HARLEM","0.039010854",10168.4210526316
17,10031,"MANHATTAN","INWOOD AND WASHINGTON HEIGHTS","0.043826002",16643.8356164384
17,10032,"MANHATTAN","INWOOD AND WASHINGTON HEIGHTS","0.043826002",12328.7671232877
17,10033,"MANHATTAN","INWOOD AND WASHINGTON HEIGHTS","0.043826002",9246.57534246575
17,10034,"MANHATTAN","INWOOD AND WASHINGTON HEIGHTS","0.043826002",7602.7397260274
17,10035,"MANHATTAN","EAST HARLEM","0.016812209",13102.1739130435
17,10036,"MANHATTAN","CHELSEA AND CLINTON","0.01836285",10926.6666666667
17,10037,"MANHATTAN","CENTRAL HARLEM","0.039010854",4115.78947368421
17,10038,"MANHATTAN","LOWER MANHATTAN","0.003999021",3361.95361284567
17,10039,"MANHATTAN","CENTRAL HARLEM","0.039010854",3389.47368421053
17,10040,"MANHATTAN","INWOOD AND WASHINGTON HEIGHTS","0.043826002",6780.82191780822
17,10044,"MANHATTAN","UPPER EAST SIDE","0.019015751",835
17,10065,"MANHATTAN","UPPER EAST SIDE","0.019015751",8767.5
17,10069,"MANHATTAN","#N/A","#N/A",0
17,10075,"MANHATTAN","UPPER EAST SIDE","0.019015751",4175
17,10112,"MANHATTAN","#N/A","#N/A",0
17,10120,"MANHATTAN","#N/A","#N/A",0
17,10128,"MANHATTAN","UPPER EAST SIDE","0.019015751",24632.5
17,10151,"MANHATTAN","#N/A","#N/A",0
17,10162,"MANHATTAN","#N/A","#N/A",0
17,10282,"MANHATTAN","#N/A","#N/A",0
17,10301,"STATEN ISLAND","STAPLETON AND ST. GEORGE","0.014200604",11580.0624442462
17,10302,"STATEN ISLAND","PORT RICHMOND","0.0122419",9338.76003568243
17,10303,"STATEN ISLAND","PORT RICHMOND","0.0122419",9338.76003568243
17,10304,"STATEN ISLAND","STAPLETON AND ST. GEORGE","0.014200604",16062.6672613738
17,10305,"STATEN ISLAND","STAPLETON AND ST. GEORGE","0.014200604",7844.55842997324
17,10306,"STATEN ISLAND","SOUTH SHORE","0.013629315",19051.0704727922
17,10307,"STATEN ISLAND","SOUTH SHORE","0.013629315",2614.85280999108
17,10308,"STATEN ISLAND","SOUTH SHORE","0.013629315",9712.31043710972
17,10309,"STATEN ISLAND","SOUTH SHORE","0.013629315",4482.60481712756
17,10310,"STATEN ISLAND","PORT RICHMOND","0.0122419",12327.1632471008
17,10312,"STATEN ISLAND","SOUTH SHORE","0.013629315",10085.860838537
17,10314,"STATEN ISLAND","MID ISLAND","0.006610626",22413.0240856378
17,10451,"BRONX","HIGH BRIDGE AND MORRISANIA","0.036562474",7931.75675675676
17,10452,"BRONX","HIGH BRIDGE AND MORRISANIA","0.036562474",12727.7027027027
17,10453,"BRONX","CENTRAL BRONX","0.045050192",20350
17,10454,"BRONX","HUNTS POINT AND MOTT HAVEN","0.030441525",10333.6734693878
17,10455,"BRONX","HUNTS POINT AND MOTT HAVEN","0.030441525",11845.9183673469
17,10456,"BRONX","HIGH BRIDGE AND MORRISANIA","0.036562474",15679.0540540541
17,10457,"BRONX","CENTRAL BRONX","0.045050192",24512.5
17,10458,"BRONX","BRONX PARK AND FORDHAM","0.046764058",21448.125
17,10459,"BRONX","HUNTS POINT AND MOTT HAVEN","0.030441525",18146.9387755102
17,10460,"BRONX","CENTRAL BRONX","0.045050192",13875
17,10461,"BRONX","SOUTHEAST BRONX","0.029951849",13096.875
17,10462,"BRONX","SOUTHEAST BRONX","0.029951849",23018.75
17,10463,"BRONX","KINGSBRIDGE AND RIVERDALE","0.012160287",19798.1712756467
17,10463,"MANHATTAN","KINGSBRIDGE AND RIVERDALE","0.012160287",19798.1712756467
17,10464,"BRONX","SOUTHEAST BRONX","0.029951849",793.75
17,10465,"BRONX","SOUTHEAST BRONX","0.029951849",8731.25
17,10466,"BRONX","NORTHEAST BRONX","0.017954787",19600
17,10467,"BRONX","BRONX PARK AND FORDHAM","0.046764058",30442.5
17,10468,"BRONX","BRONX PARK AND FORDHAM","0.046764058",15913.125
17,10469,"BRONX","NORTHEAST BRONX","0.017954787",29120
17,10470,"BRONX","NORTHEAST BRONX","0.017954787",8960
17,10471,"BRONX","KINGSBRIDGE AND RIVERDALE","0.012160287",2988.40321141838
17,10472,"BRONX","SOUTHEAST BRONX","0.029951849",17859.375
17,10473,"BRONX","SOUTHEAST BRONX","0.029951849",11906.25
17,10474,"BRONX","HUNTS POINT AND MOTT HAVEN","0.030441525",6048.97959183673
17,10475,"BRONX","NORTHEAST BRONX","0.017954787",560
17,11001,"QUEENS","#N/A","#N/A",1120.65120428189
17,11004,"QUEENS","SOUTHEAST QUEENS","0.008732555",373.550401427297
17,11101,"QUEENS","NORTHWEST QUEENS","0.016485759",12988.2352941176
