Year,Zip,RatsN
21,10001,8600
21,10002,22000
21,10003,19300
21,10004,1500
21,10005,1200
21,10006,1500
21,10007,1200
21,10009,21400
21,10010,4200
21,10011,22900
21,10012,9800
21,10013,14600
21,10014,18200
21,10016,13100
21,10017,1500
21,10018,2100
21,10019,12200
21,10020,0
21,10021,6800
21,10022,6300
21,10023,23500
21,10024,42300
21,10025,54500
21,10026,35100
21,10027,34200
21,10028,29500
21,10029,31000
21,10030,16700
21,10031,30400
21,10032,22900
21,10033,18200
21,10034,13700
21,10035,20200
21,10036,11600
21,10037,6800
21,10038,6000
21,10039,13700
21,10040,10100
21,10044,300
21,10065,4800
21,10069,300
21,10075,12500
21,10128,21400
21,10162,0
21,10280,600
21,10282,1500
21,10301,20500
21,10302,10400
21,10303,6300
21,10304,7100
21,10305,11000
21,10306,12800
21,10307,2100
21,10308,6300
21,10309,5100
21,10310,14600
21,10312,19900
21,10314,15800
21,10451,13100
21,10452,22000
21,10453,31900
21,10454,13100
21,10455,20800
21,10456,37200
21,10457,36900
21,10458,34200
21,10459,24100
21,10460,18800
21,10461,9200
21,10462,16700
21,10463,16400
21,10464,1800
21,10465,6800
21,10466,14000
21,10467,40500
21,10468,28300
21,10469,18200
21,10470,11600
21,10471,3000
21,10472,45500
21,10473,11900
21,10474,12500
21,10475,900
21,11001,300
21,11004,1200
21,11040,300
21,11101,15800
21,11102,15200
21,11103,12800
21,11104,6000
21,11105,15200
21,11106,9500
21,11201,18200
21,11203,21400
21,11204,8900
21,11205,29200
21,11206,41700
21,11207,55700
21,11208,33000
21,11209,20800
21,11210,11300
21,11211,36600
21,11212,23500
21,11213,31900
21,11214,17600
21,11215,48200
21,11216,94700
21,11217,30700
21,11218,17000
21,11219,21100
21,11220,31600
21,11221,97300
21,11222,26800
21,11223,10400
21,11224,9500
21,11225,21700
21,11226,47600
21,11228,4800
21,11229,9500
21,11230,13700
21,11231,15500
21,11232,19100
21,11233,55700
21,11234,14900
21,11235,20500
21,11236,17000
21,11237,56000
21,11238,72300
21,11239,900
21,11249,11600
21,11354,8300
21,11355,12500
21,11356,4800
21,11357,8900
21,11358,5700
21,11360,600
21,11361,8300
21,11362,900
21,11364,1500
21,11365,2100
21,11366,1500
21,11367,5400
21,11368,25600
21,11369,5100
21,11370,5100
21,11372,12500
21,11373,20500
21,11374,10100
21,11375,5700
21,11377,37800
21,11378,9800
21,11379,13100
21,11385,47300
21,11411,2100
21,11412,6800
21,11413,5700
21,11414,8000
21,11415,2100
21,11416,3300
21,11417,16100
21,11418,5400
21,11419,6500
21,11420,11300
21,11421,3900
21,11422,2700
21,11423,2400
21,11426,1800
21,11427,2100
21,11428,600
21,11429,4500
21,11432,11900
21,11433,12500
21,11434,11900
21,11435,12800
21,11436,6300
21,11691,8000
21,11692,2100
21,11693,1200
21,11694,3300
