Year,Zip,RatsN
13,10001,6000
13,10002,26200
13,10003,12700
13,10004,300
13,10005,300
13,10006,1300
13,10007,5400
13,10009,14100
13,10010,1300
13,10011,11700
13,10012,9100
13,10013,12100
13,10014,14400
13,10016,9100
13,10017,1000
13,10018,700
13,10019,7000
13,10021,5400
13,10022,7400
13,10023,19500
13,10024,17400
13,10025,32900
13,10026,20100
13,10027,27500
13,10028,11100
13,10029,12700
13,10030,14800
13,10031,28200
13,10032,21800
13,10033,22800
13,10034,14100
13,10035,16100
13,10036,12400
13,10037,4000
13,10038,4700
13,10039,5400
13,10040,12100
13,10044,0
13,10065,5700
13,10069,300
13,10075,5000
13,10128,15800
13,10162,300
13,10282,0
13,10301,9100
13,10302,6700
13,10303,6700
13,10304,14800
13,10305,10400
13,10306,12700
13,10307,5400
13,10308,6400
13,10309,6700
13,10310,6700
13,10312,15100
13,10314,18100
13,10451,12700
13,10452,24800
13,10453,23100
13,10454,9700
13,10455,13800
13,10456,50000
13,10457,40600
13,10458,41900
13,10459,21100
13,10460,20500
13,10461,8700
13,10462,11700
13,10463,10700
13,10464,700
13,10465,10100
13,10466,14400
13,10467,38200
13,10468,21100
13,10469,22500
13,10470,5400
13,10471,2300
13,10472,27200
13,10473,9700
13,10474,6400
13,10475,1700
13,11001,1300
13,11004,300
13,11040,0
13,11101,7700
13,11102,5700
13,11103,8000
13,11104,4400
13,11105,2700
13,11106,2300
13,11201,11700
13,11203,26200
13,11204,5700
13,11205,14400
13,11206,31500
13,11207,40200
13,11208,22100
13,11209,7400
13,11210,10100
13,11211,20800
13,11212,23100
13,11213,26200
13,11214,10700
13,11215,20100
13,11216,43600
13,11217,41300
13,11218,10100
13,11219,9700
13,11220,11700
13,11221,84200
13,11222,18400
13,11223,8700
13,11224,4400
13,11225,26200
13,11226,25500
13,11228,5000
13,11229,8000
13,11230,9100
13,11231,9400
13,11232,3400
13,11233,37600
13,11234,12100
13,11235,13800
13,11236,15400
13,11237,35900
13,11238,33900
13,11239,0
13,11249,5400
13,11354,3400
13,11355,3000
13,11356,1300
13,11357,2700
13,11358,4700
13,11360,700
13,11361,2700
13,11362,300
13,11363,300
13,11364,700
13,11365,2300
13,11366,2300
13,11367,3000
13,11368,12100
13,11369,4700
13,11370,4400
13,11372,7400
13,11373,12400
13,11374,4000
13,11375,4400
13,11377,13100
13,11378,12400
13,11379,8400
13,11385,39200
13,11411,2000
13,11412,15400
13,11413,10400
13,11414,3400
13,11415,2000
13,11416,5400
13,11417,6700
13,11418,7400
13,11419,6700
13,11420,8700
13,11421,5700
13,11422,3400
13,11423,4700
13,11426,3400
13,11427,1700
13,11428,2300
13,11429,4700
13,11432,6400
13,11433,15400
13,11434,13800
13,11435,8400
13,11436,10100
13,11691,6000
13,11692,1000
13,11693,2000
13,11694,300
