Year,Zip,RatsN
18,10001,4500
18,10002,13500
18,10003,52800
18,10004,2100
18,10005,600
18,10006,500
18,10007,4000
18,10009,12900
18,10010,5000
18,10011,15000
18,10012,13100
18,10013,11200
18,10014,14400
18,10016,8400
18,10017,0
18,10018,1900
18,10019,0
18,10021,26300
18,10022,16800
18,10023,11800
18,10024,23600
18,10025,36900
18,10026,18700
18,10027,29700
18,10028,22400
18,10029,16600
18,10030,22000
18,10031,21500
18,10032,15800
18,10033,15100
18,10034,6600
18,10035,8200
18,10036,9200
18,10037,2500
18,10038,11000
18,10039,6600
18,10040,6700
18,10065,26300
18,10069,0
18,10075,4600
18,10128,15600
18,10280,0
18,10282,0
18,10301,47200
18,10302,11200
18,10303,16500
18,10304,13300
18,10305,8500
18,10306,34400
18,10307,1300
18,10308,0
18,10309,0
18,10310,15400
18,10312,13800
18,10314,32900
18,10451,7300
18,10452,15600
18,10453,19500
18,10454,7300
18,10455,13900
18,10456,20200
18,10457,25500
18,10458,24700
18,10459,14700
18,10460,20000
18,10461,5200
18,10462,17700
18,10463,14000
18,10464,0
18,10465,12600
18,10466,30400
18,10467,25900
18,10468,15100
18,10469,27100
18,10470,5500
18,10471,2500
18,10472,31500
18,10473,16900
18,10474,8700
18,10475,700
18,11001,0
18,11004,0
18,11040,0
18,11101,20500
18,11102,9000
18,11103,10900
18,11104,3700
18,11105,3200
18,11106,15500
18,11109,0
18,11201,26800
18,11203,45100
18,11204,16500
18,11205,27000
18,11206,31600
18,11207,95300
18,11208,34900
18,11209,29000
18,11210,12000
18,11211,74700
18,11212,44700
18,11213,38000
18,11214,5400
18,11215,98800
18,11216,62700
18,11217,35300
18,11218,79800
18,11219,18000
18,11220,21700
18,11221,104400
18,11222,30600
18,11223,16500
18,11224,9900
18,11225,19000
18,11226,30100
18,11228,18100
18,11229,23300
18,11230,0
18,11231,23800
18,11232,26500
18,11233,66600
18,11234,90200
18,11235,34600
18,11236,18600
18,11237,45800
18,11238,46000
18,11239,0
18,11249,8600
18,11354,9800
18,11355,5200
18,11356,0
18,11357,39600
18,11358,0
18,11360,0
18,11361,20400
18,11362,0
18,11364,0
18,11365,2000
18,11366,0
18,11367,6700
18,11368,31400
18,11369,0
18,11370,9800
18,11372,16600
18,11373,40000
18,11374,0
18,11375,14000
18,11377,27400
18,11378,18700
18,11379,76000
18,11385,65500
18,11411,0
18,11412,14000
18,11413,0
18,11414,9000
18,11415,2500
18,11416,16300
18,11417,0
18,11418,11100
18,11419,20300
18,11420,21700
18,11421,9000
18,11422,0
18,11423,0
18,11426,3600
18,11427,0
18,11428,0
18,11429,9100
18,11432,17900
18,11433,22100
18,11434,33800
18,11435,28200
18,11436,7000
18,11691,14000
18,11692,1800
18,11693,0
18,11694,0
