Year,Zip,RatsN
13,10001,0
13,10002,20300
13,10003,17700
13,10004,0
13,10005,0
13,10006,0
13,10007,7200
13,10009,23600
13,10010,0
13,10011,49000
13,10012,13100
13,10013,19800
13,10014,22200
13,10016,20300
13,10017,0
13,10018,0
13,10019,12600
13,10021,8400
13,10022,15400
13,10023,11600
13,10024,17700
13,10025,23100
13,10026,21000
13,10027,17200
13,10028,38000
13,10029,13000
13,10030,12100
13,10031,16500
13,10032,13400
13,10033,9000
13,10034,6300
13,10035,11100
13,10036,9300
13,10037,3000
13,10038,2800
13,10039,1800
13,10040,7200
13,10044,0
13,10065,8500
13,10069,0
13,10075,12000
13,10128,41700
13,10162,100
13,10282,0
13,10301,37800
13,10302,17000
13,10303,10000
13,10304,12100
13,10305,66700
13,10306,43100
13,10307,5600
13,10308,5700
13,10309,9500
13,10310,8000
13,10312,23300
13,10314,54900
13,10451,7600
13,10452,14800
13,10453,22800
13,10454,10200
13,10455,20000
13,10456,36300
13,10457,25900
13,10458,28100
13,10459,13300
13,10460,33600
13,10461,32500
13,10462,10200
13,10463,16800
13,10464,0
13,10465,9000
13,10466,24700
13,10467,24900
13,10468,19300
13,10469,18700
13,10470,5600
13,10471,4600
13,10472,37600
13,10473,13500
13,10474,3800
13,10475,0
13,11001,0
13,11004,0
13,11040,0
13,11101,8300
13,11102,18700
13,11103,27600
13,11104,5500
13,11105,7200
13,11106,2500
13,11201,57800
13,11203,38400
13,11204,14500
13,11205,51600
13,11206,36200
13,11207,81400
13,11208,45500
13,11209,4400
13,11210,6600
13,11211,18000
13,11212,67900
13,11213,20100
13,11214,32000
13,11215,66000
13,11216,63900
13,11217,48300
13,11218,0
13,11219,33400
13,11220,0
13,11221,90900
13,11222,30900
13,11223,17600
13,11224,11700
13,11225,14600
13,11226,30900
13,11228,10500
13,11229,0
13,11230,13100
13,11231,9000
13,11232,3500
13,11233,67800
13,11234,13500
13,11235,32800
13,11236,85100
13,11237,32600
13,11238,33500
13,11239,0
13,11249,7200
13,11354,0
13,11355,0
13,11356,1000
13,11357,4400
13,11358,7000
13,11360,0
13,11361,0
13,11362,0
13,11363,200
13,11364,0
13,11365,0
13,11366,0
13,11367,0
13,11368,11500
13,11369,9100
13,11370,8500
13,11372,0
13,11373,8200
13,11374,0
13,11375,9800
13,11377,23400
13,11378,64800
13,11379,28800
13,11385,32700
13,11411,0
13,11412,11500
13,11413,37200
13,11414,6500
13,11415,0
13,11416,5200
13,11417,0
13,11418,0
13,11419,25000
13,11420,24700
13,11421,16200
13,11422,0
13,11423,0
13,11426,0
13,11427,0
13,11428,2100
13,11429,9100
13,11432,25700
13,11433,29900
13,11434,20000
13,11435,41300
13,11436,0
13,11691,17100
13,11692,1950
13,11693,0
13,11694,0
