BBL,Year,Zip,count,Zop
1022210005,10,10034,1,10034
1022210017,10,10034,3,10034
1022210017,11,10034,1,10034
1022210017,12,10034,1,10034
1022210017,14,10034,1,10034
1022210017,16,10034,1,10034
1022210022,10,10034,2,10034
1022210022,15,10034,2,10034
1022210022,16,10034,1,10034
1022210022,18,10034,1,10034
1022210022,19,10034,1,10034
1022210022,20,10034,1,10034
1022210030,17,10034,1,10034
1022210030,19,10034,1,10034
1022210030,21,10034,1,10034
1022210039,16,10034,1,10034
1022220001,15,10034,3,10034
1022220007,14,10034,3,10034
1022220007,15,10034,2,10034
1022220007,16,10034,2,10034
1022220007,20,10034,1,10034
1022220017,15,10034,2,10034
1022220017,16,10034,1,10034
1022220017,19,10034,1,10034
1022220017,21,10034,1,10034
1022220025,11,10034,1,10034
1022220025,12,10034,1,10034
1022220025,14,10034,1,10034
1022220025,15,10034,3,10034
1022220025,18,10034,1,10034
1022220025,21,10034,1,10034
1022220029,12,10034,2,10034
1022220029,14,10034,1,10034
1022220029,15,10034,1,10034
1022220029,17,10034,1,10034
1022220029,18,10034,1,10034
1022220029,21,10034,4,10034
1022220035,21,10034,1,10034
1022220045,14,10034,1,10034
1022230001,10,10034,1,10034
1022230001,15,10034,1,10034
1022230001,16,10034,1,10034
1022230005,10,10034,2,10034
1022230005,11,10034,6,10034
1022230005,13,10034,1,10034
1022230005,16,10034,2,10034
1022230005,17,10034,1,10034
1022230005,19,10034,9,10034
1022230012,11,10034,1,10034
1022230024,18,10034,1,10034
1022240011,10,10034,2,10034
1022240017,14,10034,1,10034
1022240021,17,10034,1,10034
1022240022,11,10034,1,10034
1022240022,15,10034,1,10034
1022240022,19,10034,1,10034
1022240025,14,10034,1,10034
1022240025,19,10034,2,10034
1022240025,21,10034,5,10034
1022240033,16,10034,1,10034
1022240033,17,10034,1,10034
1022240036,17,10034,1,10034
1022240049,14,10040,3,10040
1022250003,17,10034,2,10034
1022250004,17,10034,5,10034
1022250010,17,10034,1,10034
1022250016,15,10034,2,10034
1022250016,16,10034,2,10034
1022250016,20,10034,1,10034
1022250020,16,10034,1,10034
1022250020,17,10034,1,10034
1022250023,12,10034,1,10034
1022250028,12,10034,1,10034
1022250028,21,10034,1,10034
1022250032,11,10034,1,10034
1022250032,13,10034,2,10034
1022250032,14,10034,1,10034
1022250034,10,10034,2,10034
1022250034,12,10034,1,10034
1022250036,13,10034,1,10034
1022250042,18,10034,1,10034
1022250044,16,10034,1,10034
1022250044,17,10034,2,10034
1022250044,18,10034,4,10034
1022250044,19,10034,1,10034
1022250044,20,10034,1,10034
1022260001,18,10034,1,10034
1022260013,13,10034,1,10034
1022260014,17,10034,2,10034
1022260014,20,10034,1,10034
1022260015,18,10034,1,10034
1022260017,21,10034,2,10034
1022260035,10,10034,1,10034
1022260045,10,10034,2,10034
1022260045,16,10034,1,10034
1022260045,17,10034,1,10034
1022260045,21,10034,1,10034
1022270001,11,10034,1,10034
1022270001,18,10034,1,10034
1022270001,19,10034,2,10034
1022270001,21,10034,1,10034
1022270008,16,10034,3,10034
1022270008,17,10034,1,10034
1022270008,18,10034,2,10034
1022270008,19,10034,1,10034
1022270010,11,10034,1,10034
1022270011,11,10034,1,10034
1022270011,19,10034,1,10034
1022270015,10,10034,1,10034
1022270019,11,10034,1,10034
1022270019,19,10034,1,10034
1022270021,20,10034,1,10034
1022270023,10,10034,1,10034
1022270023,13,10034,3,10034
1022270023,15,10034,1,10034
1022270029,18,10034,1,10034
1022270033,21,10034,1,10034
1022280007,11,10034,1,10034
1022280007,15,10034,1,10034
1022280007,18,10034,1,10034
1022280007,19,10034,1,10034
1022280014,11,10034,1,10034
1022280014,12,10034,1,10034
1022280014,18,10034,1,10034
1022280018,11,10034,1,10034
1022280018,12,10034,2,10034
1022280018,17,10034,3,10034
1022280018,18,10034,1,10034
1022280021,16,10034,1,10034
1022280021,21,10034,1,10034
1022280025,11,10034,1,10034
1022280025,12,10034,1,10034
1022280025,13,10034,1,10034
1022280025,15,10034,1,10034
1022280025,16,10034,1,10034
1022280037,18,10034,2,10034
1022280042,15,10034,4,10034
1022280042,21,10034,2,10034
1022280049,11,10034,1,10034
1022280049,13,10034,1,10034
1022280049,17,10034,1,10034
1022280049,18,10034,1,10034
1022280049,21,10034,1,10034
1022290001,15,10034,2,10034
1022290001,16,10034,1,10034
1022290001,17,10034,1,10034
1022290001,21,10034,3,10034
1022290005,10,10034,1,10034
1022290005,11,10034,1,10034
1022290005,12,10034,1,10034
1022290005,13,10034,6,10034
1022290005,14,10034,1,10034
1022290005,15,10034,2,10034
1022290005,16,10034,3,10034
1022290005,17,10034,1,10034
1022290005,18,10034,3,10034
1022290005,19,10034,1,10034
1022290005,20,10034,5,10034
1022290012,15,10034,1,10034
1022290012,17,10034,1,10034
1022290012,18,10034,3,10034
1022290025,11,10034,1,10034
1022290025,18,10034,1,10034
1022290046,11,10034,1,10034
1022290046,16,10034,1,10034
1022300001,20,10034,1,10034
1022300005,10,10034,1,10034
1022300005,17,10034,1,10034
1022300005,18,10034,2,10034
1022300015,13,10034,2,10034
1022300017,10,10034,1,10034
1022300017,15,10034,1,10034
1022300017,18,10034,1,10034
1022300017,19,10034,1,10034
1022300017,20,10034,1,10034
1022300017,21,10034,1,10034
1022300019,12,10034,3,10034
1022300019,13,10034,2,10034
1022300019,19,10034,2,10034
1022300021,21,10034,2,10034
1022300027,12,10034,1,10034
1022300027,18,10034,2,10034
1022300029,14,10034,4,10034
1022300029,15,10034,3,10034
1022300029,16,10034,2,10034
1022300029,17,10034,3,10034
1022300029,18,10034,2,10034
1022310001,21,10034,1,10034
1022320001,19,10034,1,10034
1022320008,19,10034,1,10034
1022320009,13,10034,1,10034
1022320009,21,10034,1,10034
1022320016,10,10034,1,10034
1022320016,14,10034,1,10034
1022320016,15,10034,1,10034
1022320016,16,10034,1,10034
1022320016,17,10034,2,10034
1022320016,19,10034,1,10034
1022330050,11,10034,2,10034
1022330050,21,10034,1,10034
1022330058,19,10034,1,10034
1022340001,16,10034,1,10034
1022340005,18,10034,1,10034
1022340034,17,10034,1,10034
1022340034,18,10034,1,10034
1022340034,20,10034,1,10034
1022340034,21,10034,2,10034
1022340039,12,10034,1,10034
1022340039,14,10034,1,10034
1022340039,19,10034,2,10034
1022340045,19,10034,1,10034
1022350020,21,10034,2,10034
1022350022,21,10034,1,10034
1022350029,15,10034,3,10034
1022350029,19,10034,1,10034
1022350041,19,10034,2,10034
1022360001,21,10034,1,10034
1022360008,12,10034,1,10034
1022360008,14,10034,1,10034
1022360008,16,10034,1,10034
1022360008,17,10034,1,10034
1022360008,21,10034,1,10034
1022360015,18,10034,1,10034
1022360017,11,10034,2,10034
1022360021,10,10034,2,10034
1022360021,11,10034,2,10034
1022360021,12,10034,5,10034
1022360021,13,10034,1,10034
1022360021,15,10034,5,10034
1022360024,11,10034,1,10034
1022360024,12,10034,3,10034
1022360024,19,10034,2,10034
1022360025,10,10034,1,10034
1022360025,11,10034,4,10034
1022360025,14,10034,1,10034
1022360025,16,10034,1,10034
1022360025,19,10034,1,10034
1022360031,15,10034,1,10034
1022360031,20,10034,1,10034
1022370001,13,10034,1,10034
1022370001,15,10034,1,10034
1022370008,14,10034,1,10034
1022370008,18,10034,1,10034
1022370008,20,10034,3,10034
1022370012,17,10034,3,10034
1022370012,18,10034,1,10034
1022370012,19,10034,1,10034
1022370012,21,10034,1,10034
1022370018,17,10034,1,10034
1022370018,20,10034,2,10034
1022370023,21,10034,2,10034
1022370041,19,10034,1,10034
1022370043,10,10034,1,10034
1022370043,21,10034,1,10034
1022370047,15,10034,1,10034
1022370047,18,10034,1,10034
1022370059,14,10034,1,10034
1022370059,21,10034,1,10034
1022380001,11,10034,1,10034
1022380001,12,10034,20,10034
1022380001,20,10034,2,10034
1022380001,21,10034,2,10034
1022380005,20,10034,1,10034
1022380007,10,10034,1,10034
1022380007,21,10034,3,10034
1022380017,17,10034,1,10034
1022380017,21,10034,1,10034
1022380023,10,10034,1,10034
1022380023,16,10034,1,10034
1022380023,17,10034,1,10034
1022380023,19,10034,6,10034
1022380023,21,10034,10,10034
1022380042,11,10034,1,10034
1022380042,12,10034,2,10034
1022380042,13,10034,1,10034
1022380042,15,10034,2,10034
1022380042,20,10034,23,10034
1022380042,21,10034,6,10034
1022390001,16,10034,1,10034
1022390001,20,10034,4,10034
1022390001,21,10034,1,10034
1022390005,17,10034,1,10034
1022390005,18,10034,2,10034
1022390007,19,10034,1,10034
1022390009,19,10034,2,10034
1022390013,10,10034,1,10034
1022390013,16,10034,1,10034
1022390017,11,10034,1,10034
1022390017,17,10034,1,10034
1022390021,21,10034,3,10034
1022390025,10,10034,1,10034
1022390025,11,10034,1,10034
1022390025,16,10034,1,10034
1022390031,14,10034,1,10034
1022390037,10,10034,1,10034
1022390037,18,10034,1,10034
1022390037,20,10034,5,10034
1022400009,15,10034,1,10034
1022400009,21,10034,4,10034
1022400013,11,10034,1,10034
1022400013,12,10034,1,10034
1022400013,21,10034,1,10034
1022400021,21,10034,1,10034
1022400024,21,10034,1,10034
1022400027,21,10034,6,10034
1022410013,21,10034,1,10034
1022410014,11,10034,1,10034
1022410014,21,10034,1,10034
1022410024,20,10034,1,10034
1022410025,10,10034,1,10034
1022410025,14,10034,1,10034
1022410025,15,10034,2,10034
1022410025,19,10034,11,10034
1022410025,20,10034,5,10034
1022410025,21,10034,3,10034
1022410035,21,10034,3,10034
1022410042,21,10034,1,10034
1022420026,12,10034,1,10034
1022420026,17,10034,1,10034
1022420026,20,10034,1,10034
1022420026,21,10034,17,10034
1022420029,12,10034,2,10034
1022420029,18,10034,1,10034
1022420029,21,10034,3,10034
1022420033,12,10034,1,10034
1022420036,20,10034,1,10034
1022420037,17,10034,1,10034
1022420037,21,10034,1,10034
1022420051,20,10034,1,10034
1022420055,21,10034,1,10034
1022420061,14,10034,1,10034
1022420065,10,10034,1,10034
1022420065,14,10034,1,10034
1022420065,15,10034,2,10034
1022420065,21,10034,2,10034
1022420067,12,10034,5,10034
1022420067,13,10034,3,10034
1022420067,14,10034,3,10034
1022420067,19,10034,1,10034
1022430001,18,10034,1,10034
1022430001,19,10034,1,10034
1022430001,20,10034,1,10034
1022430001,21,10034,1,10034
1022430010,20,10034,1,10034
1022430030,12,10034,1,10034
1022430030,17,10034,3,10034
1022430030,19,10034,2,10034
1022430045,18,10034,1,10034
1022430045,21,10034,1,10034
1022430090,21,10034,3,10034
1022430210,20,10034,1,10034
1022430230,12,10034,1,10034
1022430241,12,10034,2,10034
1022430241,13,10034,2,10034
1022430241,18,10034,1,10034
1022430241,20,10034,2,10034
1022430241,21,10034,1,10034
1022430247,19,10034,2,10034
1022430247,20,10034,3,10034
1022430247,21,10034,1,10034
1022430258,11,10034,3,10034
1022430258,12,10034,1,10034
1022430258,13,10034,1,10034
1022430258,15,10034,1,10034
1022430258,16,10034,2,10034
1022430258,17,10034,3,10034
1022430258,18,10034,5,10034
1022430261,19,10034,1,10034
1022430264,21,10034,1,10034
1022430268,19,10034,1,10034
1022430270,11,10034,1,10034
1022430273,14,10034,1,10034
1022430273,21,10034,1,10034
1022430277,11,10034,1,10034
1022430277,17,10034,1,10034
1022430277,20,10034,1,10034
1022430277,21,10034,1,10034
1022430278,19,10034,2,10034
1022430278,20,10034,2,10034
1022430289,20,10034,1,10034
1022430289,21,10034,1,10034
1022430306,19,10034,1,10034
1022430309,19,10034,6,10034
1022430309,20,10034,7,10034
1022430309,21,10034,2,10034
1022430313,19,10034,1,10034
1022430313,20,10034,3,10034
1022430317,15,10034,1,10034
1022430317,20,10034,1,10034
1022430335,17,10034,1,10034
1022430347,19,10034,1,10034
1022430358,12,10034,1,10034
1022430362,10,10034,4,10034
1022430372,14,10034,1,10034
1022430372,20,10034,1,10034
1022430372,21,10034,3,10034
1022430378,21,10034,8,10034
1022430382,21,10034,1,10034
1022430385,21,10034,1,10034
1022430386,10,10034,1,10034
1022430386,12,10034,1,10034
1022430395,10,10034,1,10034
1022430395,12,10034,1,10034
1022430395,17,10034,1,10034
1022430399,10,10034,3,10034
1022440001,19,10034,1,10034
1022440100,21,10034,1,10034
1022460115,21,10034,1,10034
1022460120,21,10034,1,10034
1022460125,11,10034,2,10034
1022460125,14,10034,1,10034
1022460125,15,10034,1,10034
1022460125,21,10034,2,10034
1022460130,11,10034,1,10034
1022460135,11,10034,1,10034
1022460135,20,10034,1,10034
1022470014,15,10034,2,10034
1022470022,10,10034,1,10034
1022470035,21,10034,3,10034
1022470056,15,10034,2,10034
1022470056,16,10034,1,10034
1022470056,21,10034,1,10034
1022480024,17,10034,2,10034
1022480024,18,10034,2,10034
1022480028,18,10034,3,10034
1022480028,19,10034,1,10034
1022480032,21,10034,2,10034
1022480040,12,10034,1,10034
1022480040,21,10034,2,10034
1022480092,10,10034,2,10034
1022480092,13,10034,2,10034
1022480092,16,10034,2,10034
1022480092,18,10034,1,10034
1022480092,20,10034,1,10034
1022480092,21,10034,2,10034
1022480117,12,10034,1,10034
1022480117,18,10034,1,10034
1022480117,19,10034,2,10034
1022480117,20,10034,1,10034
1022480117,21,10034,1,10034
1022487501,11,10034,1,10034
1022500018,21,10034,3,10034
1022500023,20,10034,1,10034
1022500023,21,10034,3,10034
1022500058,12,10034,1,10034
1022500058,13,10034,1,10034
1022500058,16,10034,1,10034
1022500072,21,10034,1,10034
1022500086,12,10034,1,10034
1022552000,20,10034,1,10034
1200949999,11,10035,1,10035
1200949999,21,10035,2,10035
1201169999,19,10038,1,10038
1201469999,21,10024,1,10024
1240009978,15,10038,2,10038
1240009992,20,10002,1,10002
2022600018,11,10454,1,10454
2022600018,13,10454,3,10454
2022600018,21,10454,1,10454
2022610003,20,10454,1,10454
2022610032,20,10454,1,10454
2022610045,10,10454,1,10454
2022610045,12,10454,2,10454
2022610045,13,10454,2,10454
2022610045,16,10454,1,10454
2022610045,17,10454,2,10454
2022610045,21,10454,1,10454
2022610047,10,10454,1,10454
2022610062,14,10454,1,10454
2022630019,14,10454,1,10454
2022630019,20,10454,1,10454
2022640003,14,10454,1,10454
2022640003,15,10454,1,10454
2022650002,12,10454,1,10454
2022650002,14,10454,1,10454
2022650003,15,10454,2,10454
2022650003,18,10454,1,10454
2022650003,20,10454,5,10454
2022650003,21,10454,1,10454
2022650006,10,10454,2,10454
2022650029,11,10454,1,10454
2022650029,21,10454,6,10454
2022650031,16,10454,1,10454
2022650031,17,10454,1,10454
2022650033,10,10454,2,10454
2022650033,11,10454,1,10454
2022650033,12,10454,2,10454
2022650033,14,10454,1,10454
2022650033,15,10454,1,10454
2022650033,18,10454,3,10454
2022650033,19,10454,2,10454
2022650033,20,10454,1,10454
2022650035,17,10454,3,10454
2022650035,18,10454,2,10454
2022650037,16,10454,5,10454
2022650037,17,10454,18,10454
2022650037,18,10454,5,10454
2022650037,19,10454,2,10454
2022650037,21,10454,1,10454
2022650049,12,10454,1,10454
2022660001,18,10454,3,10454
2022660005,11,10454,1,10454
2022660005,12,10454,1,10454
2022660005,15,10454,1,10454
2022660005,20,10454,1,10454
2022660005,21,10454,2,10454
2022660008,13,10454,1,10454
2022660008,15,10454,3,10454
2022660008,19,10454,1,10454
2022660008,20,10454,1,10454
2022660020,20,10454,2,10454
2022660022,10,10454,2,10454
2022660022,15,10454,1,10454
2022660036,14,10454,1,10454
2022660036,15,10454,1,10454
2022660037,19,10454,1,10454
2022660037,21,10454,1,10454
2022660040,14,10454,1,10454
2022660111,21,10454,1,10454
2022670002,12,10454,1,10454
2022670002,14,10454,3,10454
2022670002,15,10454,4,10454
2022670003,10,10454,1,10454
2022670003,12,10454,2,10454
2022670003,13,10454,2,10454
2022670003,16,10454,1,10454
2022670011,15,10454,1,10454
2022670011,16,10454,2,10454
2022670055,10,10454,1,10454
2022670065,10,10454,5,10454
2022670065,14,10454,1,10454
2022670065,15,10454,2,10454
2022670065,16,10454,3,10454
2022670065,17,10454,3,10454
2022670067,18,10454,1,10454
2022670067,20,10454,1,10454
2022670113,20,10454,1,10454
2022670114,12,10454,1,10454
2022680008,19,10454,1,10454
2022680010,16,10454,1,10454
2022680010,18,10454,1,10454
2022680011,12,10454,1,10454
2022680013,21,10454,1,10454
2022680016,21,10454,1,10454
2022680020,10,10454,1,10454
2022680020,13,10454,1,10454
2022680020,21,10454,1,10454
2022680021,10,10454,1,10454
2022690001,16,10454,1,10454
2022690001,17,10454,3,10454
2022690001,20,10454,1,10454
2022710005,12,10454,1,10454
2022720005,19,10455,1,10455
2022720022,17,10454,1,10454
2022720038,19,10454,1,10454
2022720109,17,10455,2,10455
2022740006,12,10455,1,10455
2022740006,16,10455,1,10455
2022740033,11,10455,1,10455
2022740033,17,10455,1,10455
2022740034,10,10455,1,10455
2022740034,11,10455,2,10455
2022740077,14,10455,1,10455
2022750001,12,10455,1,10455
2022750001,16,10455,1,10455
2022750010,16,10455,2,10455
2022750010,17,10455,1,10455
2022750010,18,10455,5,10455
2022750010,21,10455,1,10455
2022750037,18,10455,1,10455
2022750038,10,10455,1,10455
2022750128,15,10455,1,10455
2022750130,10,10455,1,10455
2022750132,10,10455,1,10455
2022770005,21,10454,1,10454
2022770082,17,10454,1,10454
2022770082,18,10454,2,10454
2022780005,13,10454,1,10454
2022780005,15,10454,1,10454
2022780005,16,10454,2,10454
2022780005,17,10454,1,10454
2022780005,18,10454,5,10454
2022780005,19,10454,7,10454
2022780005,21,10454,1,10454
2022780009,18,10454,1,10454
2022780012,18,10454,1,10454
2022780013,16,10454,1,10454
2022780015,16,10454,1,10454
2022780016,16,10454,1,10454
2022780023,15,10454,1,10454
2022780050,13,10454,1,10454
2022800023,17,10454,1,10454
2022800025,20,10454,1,10454
2022800029,15,10454,3,10454
2022800029,16,10454,2,10454
2022800029,17,10454,1,10454
2022800029,19,10454,1,10454
2022800029,21,10454,6,10454
2022800053,10,10454,1,10454
2022800053,12,10454,2,10454
2022800053,13,10454,1,10454
2022800053,14,10454,1,10454
2022800060,15,10454,1,10454
2022800060,17,10454,1,10454
2022800062,16,10454,1,10454
2022800064,18,10454,1,10454
2022800075,10,10454,1,10454
2022800129,21,10454,2,10454
2022800130,10,10454,1,10454
2022800130,16,10454,2,10454
2022800130,21,10454,1,10454
2022810002,15,10454,2,10454
2022810002,17,10454,1,10454
2022810003,12,10454,2,10454
2022810004,11,10454,1,10454
2022810004,12,10454,1,10454
2022810004,15,10454,1,10454
2022810010,12,10454,1,10454
2022810021,16,10454,6,10454
2022810035,19,10454,1,10454
2022810060,11,10454,1,10454
2022810060,15,10454,2,10454
2022810060,17,10454,2,10454
2022810060,18,10454,1,10454
2022810060,20,10454,4,10454
2022810060,21,10454,2,10454
2022820001,15,10454,1,10454
2022820002,21,10454,1,10454
2022820003,11,10454,1,10454
2022820003,12,10454,1,10454
2022820003,17,10454,1,10454
2022820005,16,10454,1,10454
2022820007,15,10454,1,10454
2022820012,16,10454,2,10454
2022820012,17,10454,2,10454
2022820012,21,10454,2,10454
2022820013,18,10454,1,10454
2022820018,11,10454,3,10454
2022820018,12,10454,2,10454
2022820018,14,10454,6,10454
2022820018,15,10454,5,10454
2022820018,16,10454,4,10454
2022820018,17,10454,5,10454
2022820018,18,10454,10,10454
2022820018,19,10454,1,10454
2022820018,21,10454,1,10454
2022820027,15,10454,4,10454
2022820039,12,10454,1,10454
2022820040,14,10454,1,10454
2022820040,15,10454,1,10454
2022820043,15,10454,1,10454
2022820045,10,10454,1,10454
2022820057,17,10454,1,10454
2022820057,21,10454,1,10454
2022820075,21,10454,1,10454
2022830013,21,10454,1,10454
2022830014,21,10454,1,10454
2022830033,18,10454,3,10454
2022830033,21,10454,1,10454
2022830040,18,10454,2,10454
2022830040,21,10454,1,10454
2022830053,17,10454,1,10454
2022830088,20,10454,1,10454
2022840004,14,10454,1,10454
2022840006,20,10454,1,10454
2022840021,21,10454,1,10454
2022840023,20,10454,1,10454
2022840026,21,10454,1,10454
2022840099,11,10454,1,10454
2022840117,21,10454,1,10454
2022840119,16,10454,1,10454
2022840119,18,10454,1,10454
2022840120,12,10454,2,10454
2022840120,19,10454,1,10454
2022840120,20,10454,2,10454
2022840120,21,10454,10,10454
2022850004,15,10454,1,10454
2022850004,16,10454,1,10454
2022850058,21,10454,1,10454
2022850060,21,10454,2,10454
2022850061,20,10454,4,10454
2022850061,21,10454,3,10454
2022850063,21,10454,2,10454
2022850064,21,10454,1,10454
2022850066,18,10454,1,10454
2022850066,21,10454,1,10454
2022850067,21,10454,1,10454
2022850069,21,10454,1,10454
2022850070,21,10454,4,10454
2022850072,20,10454,1,10454
2022850072,21,10454,1,10454
2022850073,21,10454,1,10454
2022850075,21,10454,1,10454
2022850081,14,10454,1,10454
2022850081,21,10454,1,10454
2022850117,20,10454,1,10454
2022850133,11,10454,1,10454
2022850133,17,10454,1,10454
2022860001,11,10454,1,10454
2022860096,21,10454,1,10454
2022860113,18,10454,3,10454
2022870006,15,10454,1,10454
2022870007,19,10454,1,10454
2022870007,21,10454,2,10454
2022870019,15,10454,1,10454
2022870046,14,10454,1,10454
2022870078,19,10454,1,10454
2022870083,16,10454,1,10454
2022870133,16,10454,1,10454
2022870133,19,10454,3,10454
2022880032,16,10454,1,10454
2022880034,18,10454,1,10454
2022880035,10,10454,1,10454
2022880065,10,10454,1,10454
2022880088,21,10454,1,10454
2022890015,16,10454,1,10454
2022890075,21,10454,1,10454
2022890155,10,10454,1,10454
2022890155,17,10454,2,10454
2022890159,21,10454,5,10454
2022890160,15,10454,1,10454
2022890161,21,10454,1,10454
2022890162,16,10454,1,10454
2022900110,14,10455,2,10455
2022900146,21,10455,1,10455
2022900147,17,10455,1,10455
2022900147,21,10455,3,10455
2022900165,19,10454,1,10454
2022910001,19,10455,1,10455
2022910023,16,10455,1,10455
2022910023,17,10455,1,10455
2022910023,21,10455,2,10455
2022910027,15,10455,7,10455
2022910050,21,10455,1,10455
2022920001,19,10455,1,10455
2022920004,21,10455,1,10455
2022920023,14,10455,1,10455
2022920023,15,10455,1,10455
2022920023,21,10455,1,10455
2022920024,13,10455,1,10455
2022920025,14,10455,1,10455
2022920032,10,10455,1,10455
2022920034,11,10455,1,10455
2022920037,20,10455,1,10455
2022920037,21,10455,2,10455
2022920132,16,10455,1,10455
2022930007,15,10455,1,10455
2022930007,20,10455,1,10455
2022930008,18,10455,1,10455
2022930041,15,10455,1,10455
2022930053,20,10455,1,10455
2022930058,15,10455,1,10455
2022930058,17,10455,1,10455
2022930058,21,10455,1,10455
2022940002,10,10455,1,10455
2022947501,21,10455,1,10455
2022950067,13,10454,1,10454
2022950067,19,10454,2,10454
2022957501,13,10454,3,10454
2022957501,14,10454,2,10454
2022957501,15,10454,2,10454
2022957501,16,10454,1,10454
2022957501,17,10454,1,10454
2022957501,18,10454,1,10454
2022957501,19,10454,8,10454
2022957501,20,10454,1,10454
2022960004,20,10454,1,10454
2022960007,18,10454,1,10454
2022960008,18,10454,2,10454
2022960009,17,10454,1,10454
2022960009,18,10454,2,10454
2022960010,17,10454,2,10454
2022960010,18,10454,3,10454
2022960013,13,10454,1,10454
2022960013,18,10454,1,10454
2022960014,18,10454,1,10454
2022960042,20,10454,1,10454
2022960043,20,10454,1,10454
2022960045,21,10454,1,10454
2022960046,21,10454,1,10454
2022960051,21,10454,1,10454
2022960052,21,10454,1,10454
2022960055,20,10454,1,10454
2022960057,17,10454,1,10454
2022960057,21,10454,1,10454
2022980001,19,10454,1,10454
2022980040,21,10454,1,10454
2023010011,10,10454,2,10454
2023010011,13,10454,1,10454
2023010021,10,10454,1,10454
2023010023,17,10454,1,10454
2023010023,18,10454,2,10454
2023010023,19,10454,3,10454
2023010023,20,10454,4,10454
2023010023,21,10454,6,10454
2023010028,14,10454,1,10454
2023010028,15,10454,2,10454
2023010028,16,10454,2,10454
2023010029,14,10454,1,10454
2023010029,21,10454,1,10454
2023010041,20,10454,2,10454
2023010041,21,10454,1,10454
2023010043,15,10454,1,10454
2023010044,10,10454,2,10454
2023010044,12,10454,1,10454
2023010044,14,10454,6,10454
2023010044,19,10454,1,10454
2023010045,20,10454,3,10454
2023010046,17,10454,1,10454
2023010050,14,10454,1,10454
2023010050,15,10454,1,10454
2023010050,19,10454,2,10454
2023010052,20,10454,3,10454
2023010052,21,10454,2,10454
2023010053,11,10454,1,10454
2023010053,15,10454,1,10454
2023020004,21,10454,1,10454
2023020061,21,10454,1,10454
2023030004,21,10454,1,10454
2023030008,21,10454,1,10454
2023030012,14,10454,1,10454
2023030016,10,10454,1,10454
2023030016,12,10454,1,10454
2023030016,15,10454,1,10454
2023030016,16,10454,2,10454
2023030016,17,10454,2,10454
2023030016,21,10454,3,10454
2023040001,16,10454,1,10454
2023040001,20,10454,1,10454
2023040001,21,10454,2,10454
2023070016,10,10455,1,10455
2023070016,14,10455,1,10455
2023070016,15,10455,2,10455
2023070049,15,10455,3,10455
2023070049,16,10455,1,10455
2023070049,19,10455,1,10455
2023080001,12,10454,1,10454
2023090001,15,10454,1,10454
2023090012,21,10454,1,10454
2023090020,21,10454,1,10454
2023090021,21,10454,2,10454
2023090023,20,10454,1,10454
2023097501,20,10454,1,10454
2023097502,21,10454,1,10454
2023110001,11,10454,1,10454
2023110001,18,10454,1,10454
2023110001,19,10454,5,10454
2023110001,20,10454,8,10454
2023110001,21,10454,5,10454
2023140010,20,10454,1,10454
2023140020,18,10454,1,10454
2023140022,10,10454,1,10454
2023140022,15,10454,1,10454
2023140027,16,10454,2,10454
2023140029,14,10454,1,10454
2023140066,21,10454,1,10454
2023140068,12,10454,1,10454
2023140068,14,10454,1,10454
2023140087,19,10454,1,10454
2023150013,16,10454,1,10454
2023150020,16,10454,1,10454
2023160001,20,10454,1,10454
2023170001,15,10454,1,10454
2023180022,21,10454,2,10454
2023190055,21,10451,1,10451
2023190120,20,10451,1,10451
2023190160,21,10451,3,10451
2023200032,20,10451,2,10451
2023200045,15,10451,1,10451
2023200047,19,10451,1,10451
2023200074,12,10451,1,10451
2023200077,11,10451,1,10451
2023200079,19,10451,1,10451
2023200185,20,10451,2,10451
2023230028,20,10451,1,10451
2023240001,16,10451,4,10451
2023240001,17,10451,3,10451
2023240001,20,10451,12,10451
2023240001,21,10451,5,10451
2023250001,15,10451,1,10451
2023250001,16,10451,5,10451
2023250001,17,10451,2,10451
2023250001,19,10451,3,10451
2023250001,20,10451,3,10451
2023250001,21,10451,7,10451
2023260017,17,10451,1,10451
2023260017,20,10451,1,10451
2023260017,21,10451,1,10451
2023260023,21,10451,1,10451
2023260026,17,10451,1,10451
2023260026,18,10451,1,10451
2023260026,19,10451,1,10451
2023260026,20,10451,1,10451
2023260028,13,10451,2,10451
2023260028,16,10451,1,10451
2023260028,17,10451,2,10451
2023260028,21,10451,1,10451
2023260029,13,10451,1,10451
2023260030,21,10451,1,10451
2023270006,15,10451,1,10451
2023270039,10,10455,3,10455
2023270064,11,10455,1,10455
2023290064,14,10451,1,10451
2023290068,17,10451,1,10451
2023290069,15,10451,1,10451
2023290070,14,10451,1,10451
2023290073,19,10451,1,10451
2023290082,16,10451,1,10451
2023290087,17,10451,1,10451
2023290087,18,10451,1,10451
2023290094,15,10451,1,10451
2023290094,16,10451,2,10451
2023290094,17,10451,7,10451
2023290094,21,10451,3,10451
2023290096,20,10451,2,10451
2023290096,21,10451,3,10451
2023290158,11,10451,1,10451
2023290162,20,10451,2,10451
2023300005,21,10451,1,10451
2023300012,18,10451,1,10451
2023300015,11,10451,1,10451
2023300017,20,10451,1,10451
2023300038,11,10451,2,10451
2023300051,10,10451,2,10451
2023300051,12,10451,2,10451
2023300051,14,10451,2,10451
2023300051,16,10451,1,10451
2023300051,20,10451,1,10451
2023300051,21,10451,2,10451
2023300053,17,10451,1,10451
2023300053,20,10451,1,10451
2023300059,21,10451,1,10451
