Year,Zip,RatsN
15,10001,6300
15,10002,14800
15,10003,23900
15,10005,0
15,10006,0
15,10007,2400
15,10009,21500
15,10010,3200
15,10011,21500
15,10012,16600
15,10013,11100
15,10014,70000
15,10016,11500
15,10017,1400
15,10018,0
15,10019,29700
15,10020,0
15,10021,15400
15,10022,7400
15,10023,15200
15,10024,31200
15,10025,22300
15,10026,13300
15,10027,24600
15,10028,34400
15,10029,15500
15,10030,12300
15,10031,19900
15,10032,12400
15,10033,13700
15,10034,5900
15,10035,12300
15,10036,5200
15,10037,3100
15,10038,6200
15,10039,3100
15,10040,7200
15,10044,0
15,10065,5900
15,10069,0
15,10075,0
15,10128,26100
15,10280,200
15,10301,8400
15,10302,3800
15,10303,9500
15,10304,24700
15,10305,59800
15,10306,27500
15,10307,4800
15,10308,14300
15,10309,9000
15,10310,10400
15,10312,19800
15,10314,44400
15,10451,12100
15,10452,18200
15,10453,18600
15,10454,8500
15,10455,11000
15,10456,24900
15,10457,21600
15,10458,29100
15,10459,18000
15,10460,20900
15,10461,0
15,10462,10800
15,10463,11700
15,10464,0
15,10465,11500
15,10466,20700
15,10467,28700
15,10468,14600
15,10469,47200
15,10470,1600
15,10471,7800
15,10472,21100
15,10473,23100
15,10474,7500
15,10475,0
15,11001,0
15,11004,0
15,11101,22600
15,11102,4800
15,11103,17500
15,11104,7200
15,11105,9600
15,11106,4700
15,11201,22800
15,11203,27200
15,11204,26400
15,11205,27300
15,11206,44500
15,11207,77300
15,11208,65300
15,11209,18200
15,11210,8600
15,11211,27800
15,11212,25600
15,11213,25100
15,11214,6400
15,11215,44400
15,11216,59300
15,11217,48300
15,11218,0
15,11219,11700
15,11220,6900
15,11221,72000
15,11222,32700
15,11223,14400
15,11224,6200
15,11225,20300
15,11226,38800
15,11228,4600
15,11229,10800
15,11230,0
15,11231,11400
15,11232,5500
15,11233,71200
15,11234,21000
15,11235,18000
15,11236,107800
15,11237,41900
15,11238,27500
15,11242,0
15,11249,17500
15,11354,7000
15,11355,17900
15,11356,1600
15,11357,5300
15,11358,0
15,11360,0
15,11361,6000
15,11362,0
15,11363,0
15,11364,800
15,11365,1800
15,11366,0
15,11367,2400
15,11368,72000
15,11369,0
15,11370,3600
15,11372,13700
15,11373,43400
15,11374,4200
15,11375,5200
15,11377,11300
15,11378,0
15,11379,20000
15,11385,57900
15,11411,0
15,11412,7500
15,11413,25200
15,11414,1800
15,11415,800
15,11416,4900
15,11417,31900
15,11418,0
15,11419,25000
15,11420,12500
15,11421,0
15,11422,0
15,11423,0
15,11426,1800
15,11427,0
15,11428,0
15,11429,6300
15,11432,26000
15,11433,17300
15,11434,17400
15,11435,16500
15,11436,14000
15,11691,0
15,11692,0
15,11693,0
15,11694,900
