Year,Zip,RatsN
14,10001,5500
14,10002,18500
14,10003,19800
14,10004,300
14,10005,0
14,10007,1500
14,10009,19600
14,10010,10000
14,10011,14700
14,10012,13600
14,10013,7400
14,10014,30600
14,10016,7600
14,10017,0
14,10018,0
14,10019,13000
14,10021,10800
14,10022,7900
14,10023,15100
14,10024,28800
14,10025,21000
14,10026,17400
14,10027,38700
14,10028,17500
14,10029,24100
14,10030,10700
14,10031,15500
14,10032,12300
14,10033,13800
14,10034,7800
14,10035,10000
14,10036,8400
14,10037,3700
14,10038,4900
14,10039,2600
14,10040,6300
14,10065,0
14,10075,3800
14,10128,19100
14,10162,100
14,10280,0
14,10301,22700
14,10302,0
14,10303,13200
14,10304,27200
14,10305,19400
14,10306,21900
14,10307,4200
14,10308,31300
14,10309,0
14,10310,13200
14,10312,9900
14,10314,76400
14,10451,6800
14,10452,16200
14,10453,15000
14,10454,8900
14,10455,14800
14,10456,27700
14,10457,24700
14,10458,32600
14,10459,13500
14,10460,14200
14,10461,13000
14,10462,9200
14,10463,8600
14,10464,0
14,10465,0
14,10466,17500
14,10467,27800
14,10468,17800
14,10469,29000
14,10470,4100
14,10471,4200
14,10472,23100
14,10473,6500
14,10474,4200
14,10475,0
14,11001,0
14,11004,0
14,11040,0
14,11101,10900
14,11102,6600
14,11103,12300
14,11104,9400
14,11105,5700
14,11106,12800
14,11201,27900
14,11203,55300
14,11204,27600
14,11205,33200
14,11206,62300
14,11207,53900
14,11208,30000
14,11209,7200
14,11210,6200
14,11211,34200
14,11212,54800
14,11213,22100
14,11214,8800
14,11215,70000
14,11216,64400
14,11217,50400
14,11218,20000
14,11219,7200
14,11220,9500
14,11221,97700
14,11222,27500
14,11223,46200
14,11224,9900
14,11225,12900
14,11226,19900
14,11228,4900
14,11229,29700
14,11230,16500
14,11231,12300
14,11232,0
14,11233,56900
14,11234,45900
14,11235,25000
14,11236,28600
14,11237,47200
14,11238,25500
14,11249,0
14,11354,3900
14,11355,14700
14,11356,0
14,11357,0
14,11358,0
14,11360,0
14,11361,0
14,11362,800
14,11363,300
14,11364,0
14,11365,0
14,11366,0
14,11367,9000
14,11368,21500
14,11369,7800
14,11370,2600
14,11372,4800
14,11373,19300
14,11374,6600
14,11375,13500
14,11377,32500
14,11378,15300
14,11379,23000
14,11385,47700
14,11411,0
14,11412,18100
14,11413,0
14,11414,3800
14,11415,0
14,11416,0
14,11417,26500
14,11418,8300
14,11419,12000
14,11420,21900
14,11421,5800
14,11422,0
14,11423,3300
14,11426,0
14,11427,0
14,11428,0
14,11429,13300
14,11432,46200
14,11433,27300
14,11434,49200
14,11435,20900
14,11436,12400
14,11691,14300
14,11692,0
14,11693,0
14,11694,0
,,0
