Plate,State,License Type,Summons Number,Issue Date,Violation Time,Violation,Judgment Entry Date,Fine Amount,Penalty Amount,Interest Amount,Reduction Amount,Payment Amount,Amount Due,Precinct,County,Issuing Agency,Violation Status,Summons Image
H51NSL,NJ,PAS,8972384999,07/11/2022,06:48A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,066,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wMXFUVFJPUkdzMVQxRTlQUT09&locationName=_____________________)
JKD9248,NY,PAS,8972385013,07/11/2022,06:58A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,066,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wMXFUVFJPVkVGNFRYYzlQUT09&locationName=_____________________)
HGL4753,NY,PAS,8972385025,07/11/2022,07:00A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,066,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wMXFUVFJPVkVGNVRsRTlQUT09&locationName=_____________________)
KEW9863,NY,PAS,8972385049,07/11/2022,08:59A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,066,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wMXFUVFJPVkVFd1QxRTlQUT09&locationName=_____________________)
JMD9723,NY,PAS,8972385050,07/11/2022,10:21A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,066,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wMXFUVFJPVkVFeFRVRTlQUT09&locationName=_____________________)
JEX5146,NY,PAS,8972672117,07/11/2022,08:59A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,061,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wMXFXVE5OYWtWNFRuYzlQUT09&locationName=_____________________)
KKV5197,NY,PAS,8972672336,07/11/2022,02:55P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,069,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wMXFXVE5OYWsxNlRtYzlQUT09&locationName=_____________________)
KHT3440,NY,PAS,8972672518,07/11/2022,04:55P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,069,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wMXFXVE5OYWxWNFQwRTlQUT09&locationName=_____________________)
KSK0147,PA,PAS,8973047383,07/11/2022,10:35A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,061,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wMTZRVEJPZWswMFRYYzlQUT09&locationName=_____________________)
KRV9088,NY,PAS,8973047516,07/11/2022,02:32P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,061,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wMTZRVEJPZWxWNFRtYzlQUT09&locationName=_____________________)
4748803,NH,PAS,8974230800,07/11/2022,09:24A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,078,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wNUVTWHBOUkdkM1RVRTlQUT09&locationName=_____________________)
HXK5876,OH,PAS,8975619930,07/11/2022,03:02P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,070,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wNVVXWGhQVkd0NlRVRTlQUT09&locationName=_____________________)
KKL2133,NY,PAS,8975619977,07/11/2022,03:39P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,070,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wNVVXWGhQVkdzelRuYzlQUT09&locationName=_____________________)
KEN7524,NY,PAS,8976165020,07/11/2022,07:39A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,072,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wNXFSVEpPVkVGNVRVRTlQUT09&locationName=_____________________)
59361MK,NY,COM,8976277429,07/11/2022,08:54A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,070,K,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wNXFTVE5PZWxGNVQxRTlQUT09&locationName=_____________________)
KSB6845,NY,PAS,8976630725,07/11/2022,04:45P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,066,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wNXFXWHBOUkdONVRsRTlQUT09&locationName=_____________________)
E59PLT,NJ,PAS,8976630786,07/11/2022,04:59P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,066,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wNXFXWHBOUkdNMFRtYzlQUT09&locationName=_____________________)
E64MWV,NJ,PAS,8977657672,07/11/2022,06:01P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,070,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wNTZXVEZPZWxrelRXYzlQUT09&locationName=_____________________)
BRITJR05,NY,SRF,8931744018,07/11/2022,02:21P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,014,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVrMVVZekJPUkVGNFQwRTlQUT09&locationName=_____________________)
JJD1646,PA,PAS,8979786931,07/11/2022,01:55P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,063,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wOVVZelJPYW10NlRWRTlQUT09&locationName=_____________________)
JPK9881,NY,PAS,8979926844,07/11/2022,12:50P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,078,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wOVVhM2xPYW1jd1RrRTlQUT09&locationName=_____________________)
KGH6227,NY,PAS,8979926911,07/11/2022,01:35P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,078,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wOVVhM2xPYW10NFRWRTlQUT09&locationName=_____________________)
JAF2661,NY,PAS,8979926935,07/11/2022,01:38P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,078,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wOVVhM2xPYW10NlRsRTlQUT09&locationName=_____________________)
KDT1785,NY,PAS,8979926959,07/11/2022,01:43P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,078,K,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wOVVhM2xPYW1zeFQxRTlQUT09&locationName=_____________________)
JEG3775,NY,PAS,8979926960,07/11/2022,01:44P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,078,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wOVVhM2xPYW1zeVRVRTlQUT09&locationName=_____________________)
43BG56,NY,LMB,8979926972,07/11/2022,01:49P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,078,K,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wOVVhM2xPYW1zelRXYzlQUT09&locationName=_____________________)
72BD08,NY,LMB,8979927009,07/11/2022,01:52P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,078,K,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wOVVhM2xPZWtGM1QxRTlQUT09&locationName=_____________________)
PL8652,NJ,PAS,8979927010,07/11/2022,01:53P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,078,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wOVVhM2xPZWtGNFRVRTlQUT09&locationName=_____________________)
HKY2190,NY,PAS,8979927113,07/11/2022,03:25P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,078,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wOVVhM2xPZWtWNFRYYzlQUT09&locationName=_____________________)
TBW5912,GA,PAS,8979927125,07/11/2022,03:34P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,078,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wOVVhM2xPZWtWNVRsRTlQUT09&locationName=_____________________)
HUU5187,NY,PAS,8979927174,07/11/2022,04:07P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,078,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wOVVhM2xPZWtVelRrRTlQUT09&locationName=_____________________)
4462YT,ME,PAS,8979927186,07/11/2022,04:40P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,078,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wOVVhM2xPZWtVMFRtYzlQUT09&locationName=_____________________)
HTA7596,NY,PAS,8979927216,07/11/2022,06:03P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,078,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wOVVhM2xPZWtsNFRtYzlQUT09&locationName=_____________________)
HTL8482,NY,PAS,8932616528,07/11/2022,02:41P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,115.00,0.00,068,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVrMXFXWGhPYWxWNVQwRTlQUT09&locationName=_____________________)
1FNA79,MA,999,8982013430,07/11/2022,12:43P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,061,K,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FMXFRWGhOZWxGNlRVRTlQUT09&locationName=_____________________)
ZTH8749,PA,PAS,8982620278,07/11/2022,10:50A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,078,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FMXFXWGxOUkVrelQwRTlQUT09&locationName=_____________________)
L18MCZ,NJ,PAS,8982620280,07/11/2022,10:53A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,078,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FMXFXWGxOUkVrMFRVRTlQUT09&locationName=_____________________)
JCF2112,NY,PAS,8982988233,07/11/2022,02:42P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,072,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FMXFhelJQUkVsNlRYYzlQUT09&locationName=_____________________)
KSZ4223,NY,PAS,8982988245,07/11/2022,02:50P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,072,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FMXFhelJQUkVrd1RsRTlQUT09&locationName=_____________________)
1LVF58,MA,PAS,8933424672,07/11/2022,11:07A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,115.00,0.00,084,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVrMTZVWGxPUkZrelRXYzlQUT09&locationName=_____________________)
KVV6666,NY,PAS,8933447246,07/11/2022,02:19P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,115.00,0.00,078,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVrMTZVVEJPZWtrd1RtYzlQUT09&locationName=_____________________)
485943R,NJ,PAS,8933745907,07/11/2022,07:55A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,069,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVrMTZZekJPVkd0M1RuYzlQUT09&locationName=_____________________)
UYJ1049,VA,PAS,8933822112,07/11/2022,07:17A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,107,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVrMTZaM2xOYWtWNFRXYzlQUT09&locationName=_____________________)
KDR2722,NY,PAS,8933868860,07/11/2022,04:37P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,115.00,0.00,019,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVrMTZaekpQUkdjeVRVRTlQUT09&locationName=_____________________)
HFW3525,NY,PAS,8983787090,07/11/2022,12:30P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,066,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FMTZZelJPZWtFMVRVRTlQUT09&locationName=_____________________)
KVH1142,NY,PAS,8983787170,07/11/2022,01:13P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,066,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FMTZZelJPZWtVelRVRTlQUT09&locationName=_____________________)
H48MPD,NJ,PAS,8983787181,07/11/2022,01:15P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,066,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FMTZZelJPZWtVMFRWRTlQUT09&locationName=_____________________)
HKE3244,NY,PAS,8983787296,07/11/2022,02:14P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,066,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FMTZZelJPZWtrMVRtYzlQUT09&locationName=_____________________)
KUB6470,NY,PAS,8934046466,07/11/2022,05:35P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,106,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVrNUVRVEJPYWxFeVRtYzlQUT09&locationName=_____________________)
G81PXN,NJ,PAS,8934168523,07/11/2022,08:09A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,046,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVrNUVSVEpQUkZWNVRYYzlQUT09&locationName=_____________________)
AL48958,AZ,PAS,8934186598,07/11/2022,09:51A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,077,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVrNUVSVFJPYWxVMVQwRTlQUT09&locationName=_____________________)
97BF80,NY,LMB,8985155313,07/11/2022,10:13P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,001,NY,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FNVVSVEZPVkUxNFRYYzlQUT09&locationName=_____________________)
1EN5128,MD,PAS,8985155325,07/11/2022,11:41P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,001,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FNVVSVEZPVkUxNVRsRTlQUT09&locationName=_____________________)
KLV8286,NY,PAS,8985155337,07/11/2022,11:54P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,001,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FNVVSVEZPVkUxNlRuYzlQUT09&locationName=_____________________)
T799278C,NY,OMT,8985286109,07/11/2022,08:44A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,070,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FNVVTVFJPYWtWM1QxRTlQUT09&locationName=_____________________)
KSB1314,NY,PAS,8985301743,07/11/2022,05:24A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,110,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FNVVUWGROVkdNd1RYYzlQUT09&locationName=_____________________)
C25MXK,NJ,PAS,8985431729,07/11/2022,07:51A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,071,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FNVVVWHBOVkdONVQxRTlQUT09&locationName=_____________________)
CZ61409,IL,PAS,8985431742,07/11/2022,08:22A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,071,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FNVVVWHBOVkdNd1RXYzlQUT09&locationName=_____________________)
KWB2731,NY,PAS,8985431766,07/11/2022,08:31A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,071,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FNVVVWHBOVkdNeVRtYzlQUT09&locationName=_____________________)
HVJ7635,NY,PAS,8985431780,07/11/2022,09:24A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,071,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FNVVVWHBOVkdNMFRVRTlQUT09&locationName=_____________________)
FBA4014,NY,PAS,8985688947,07/11/2022,01:30P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,115,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FNVVXVFJQUkdzd1RuYzlQUT09&locationName=_____________________)
FAY7946,NY,PAS,8985688959,07/11/2022,01:36P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,115,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FNVVXVFJQUkdzeFQxRTlQUT09&locationName=_____________________)
T670359C,NY,OMT,8985689083,07/11/2022,02:23P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,115,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FNVVXVFJQVkVFMFRYYzlQUT09&locationName=_____________________)
KLF2924,NY,PAS,8985689307,07/11/2022,08:44P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,115,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FNVVXVFJQVkUxM1RuYzlQUT09&locationName=_____________________)
KGA6031,NY,PAS,8985689344,07/11/2022,09:03P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,115,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FNVVXVFJQVkUwd1RrRTlQUT09&locationName=_____________________)
JPJ8261,NY,PAS,8985689370,07/11/2022,10:03P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,115,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FNVVXVFJQVkUwelRVRTlQUT09&locationName=_____________________)
KUW3442,NY,PAS,8985926305,07/11/2022,01:39P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,072,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FNVVhM2xPYWsxM1RsRTlQUT09&locationName=_____________________)
KNZ8890,NY,PAS,8985926421,07/11/2022,02:18P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,072,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FNVVhM2xPYWxGNVRWRTlQUT09&locationName=_____________________)
Y88PKV,NJ,PAS,8985926445,07/11/2022,02:49P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,072,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FNVVhM2xPYWxFd1RsRTlQUT09&locationName=_____________________)
JRJ6614,NY,PAS,8985926457,07/11/2022,03:52P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,072,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FNVVhM2xPYWxFeFRuYzlQUT09&locationName=_____________________)
AJ07356,CT,PAS,8986922162,07/11/2022,02:00A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,079,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FNXFhM2xOYWtVeVRXYzlQUT09&locationName=_____________________)
BG78385,CT,PAS,8986922174,07/11/2022,02:08A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,079,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FNXFhM2xOYWtVelRrRTlQUT09&locationName=_____________________)
GUG6689,NY,PAS,8986922198,07/11/2022,02:15A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,079,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FNXFhM2xOYWtVMVQwRTlQUT09&locationName=_____________________)
LVF9029,PA,PAS,8986922241,07/11/2022,02:32A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,079,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FNXFhM2xOYWtrd1RWRTlQUT09&locationName=_____________________)
KNS6636,NY,PAS,8986922253,07/11/2022,02:37A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,079,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FNXFhM2xOYWtreFRYYzlQUT09&locationName=_____________________)
KNW1065,NY,PAS,8986922277,07/11/2022,02:41A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,079,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FNXFhM2xOYWtrelRuYzlQUT09&locationName=_____________________)
588HTF,WA,PAS,8986922307,07/11/2022,02:51A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,079,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FNXFhM2xOYWsxM1RuYzlQUT09&locationName=_____________________)
35ACIK,FL,PAS,8986922319,07/11/2022,02:58A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,079,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FNXFhM2xOYWsxNFQxRTlQUT09&locationName=_____________________)
47300ML,NY,COM,8987643580,07/11/2022,09:10A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,084,K,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FNTZXVEJOZWxVMFRVRTlQUT09&locationName=_____________________)
KTV1483,NY,PAS,8988132208,07/11/2022,01:17P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,088,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FOUVSWHBOYWtsM1QwRTlQUT09&locationName=_____________________)
426311T,NJ,PAS,8988132210,07/11/2022,01:31P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,088,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FOUVSWHBOYWtsNFRVRTlQUT09&locationName=_____________________)
T683656C,NY,OMT,8988132233,07/11/2022,01:43P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,088,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FOUVSWHBOYWtsNlRYYzlQUT09&locationName=_____________________)
0781U54,TX,PAS,8988132245,07/11/2022,01:55P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,088,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FOUVSWHBOYWtrd1RsRTlQUT09&locationName=_____________________)
KVR4663,NY,PAS,8988132282,07/11/2022,03:21P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,088,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FOUVSWHBOYWtrMFRXYzlQUT09&locationName=_____________________)
JSD5274,NY,PAS,8938824550,07/11/2022,02:28P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,115.00,0.00,010,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVrOUVaM2xPUkZVeFRVRTlQUT09&locationName=_____________________)
KKX7072,NY,PAS,8988694958,07/11/2022,08:44A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,088,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FOUVXVFZPUkdzeFQwRTlQUT09&locationName=_____________________)
KWW3320,NY,PAS,8988694983,07/11/2022,08:56A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,088,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FOUVXVFZPUkdzMFRYYzlQUT09&locationName=_____________________)
AHNJ41,CO,PAS,8988695094,07/11/2022,11:51A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,088,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FOUVXVFZPVkVFMVRrRTlQUT09&locationName=_____________________)
