Year,Zip,RatsN
19,10001,7100
19,10002,19900
19,10003,16200
19,10004,2400
19,10005,2000
19,10006,1000
19,10007,3400
19,10009,15800
19,10010,4400
19,10011,11800
19,10012,7700
19,10013,13500
19,10014,8700
19,10016,10800
19,10017,700
19,10018,2000
19,10019,5000
19,10020,0
19,10021,8400
19,10022,5700
19,10023,19500
19,10024,27900
19,10025,48800
19,10026,23600
19,10027,28600
19,10028,14500
19,10029,27600
19,10030,24900
19,10031,29900
19,10032,15100
19,10033,15800
19,10034,14500
19,10035,14800
19,10036,8100
19,10037,9100
19,10038,4000
19,10039,8400
19,10040,7700
19,10065,7700
19,10069,300
19,10075,10800
19,10112,0
19,10119,0
19,10128,13800
19,10280,1000
19,10282,300
19,10301,18500
19,10302,11400
19,10303,11400
19,10304,11400
19,10305,8100
19,10306,18500
19,10307,3400
19,10308,8700
19,10309,5400
19,10310,15500
19,10312,15800
19,10314,20900
19,10451,12100
19,10452,25200
19,10453,31000
19,10454,15500
19,10455,22900
19,10456,36700
19,10457,35000
19,10458,36000
19,10459,25900
19,10460,26600
19,10461,11400
19,10462,19900
19,10463,20200
19,10464,700
19,10465,6700
19,10466,16500
19,10467,40400
19,10468,22200
19,10469,19900
19,10470,8700
19,10471,3000
19,10472,29300
19,10473,12800
19,10474,11800
19,10475,700
19,11001,1300
19,11004,700
19,11040,300
19,11101,15500
19,11102,3700
19,11103,5400
19,11104,5700
19,11105,5400
19,11106,11400
19,11109,300
19,11201,14500
19,11203,32300
19,11204,7700
19,11205,31300
19,11206,50800
19,11207,45800
19,11208,30300
19,11209,10800
19,11210,9800
19,11211,42700
19,11212,37000
19,11213,28900
19,11214,8100
19,11215,45800
19,11216,72300
19,11217,22500
19,11218,13500
19,11219,13100
19,11220,19900
19,11221,85100
19,11222,28300
19,11223,13100
19,11224,8700
19,11225,26900
19,11226,47100
19,11228,6400
19,11229,10800
19,11230,10100
19,11231,13800
19,11232,8400
19,11233,53500
19,11234,16800
19,11235,22500
19,11236,14100
19,11237,37000
19,11238,52800
19,11239,700
19,11241,0
19,11249,11800
19,11354,5000
19,11355,7700
19,11356,1000
19,11357,13500
19,11358,3000
19,11360,1300
19,11361,4000
19,11362,300
19,11364,1000
19,11365,3000
19,11366,1300
19,11367,7100
19,11368,17500
19,11369,8400
19,11370,5000
19,11372,13800
19,11373,17800
19,11374,7100
19,11375,11400
19,11377,24600
19,11378,8400
19,11379,14800
19,11385,35300
19,11411,3000
19,11412,13100
19,11413,6700
19,11414,3700
19,11415,1700
19,11416,4400
19,11417,4700
19,11418,9800
19,11419,13800
19,11420,11400
19,11421,5000
19,11422,4400
19,11423,5700
19,11426,6100
19,11427,4700
19,11428,1700
19,11429,4700
19,11432,10100
19,11433,17800
19,11434,11800
19,11435,16500
19,11436,9400
19,11691,7700
19,11692,2000
19,11693,1300
19,11694,1000
