"BBL","Borough","Incident Zip","Year","count"
4003060005,"QUEENS",11101,"21",1
4003110011,"QUEENS",11101,"17",1
4003110018,"QUEENS",11101,"17",1
4003110019,"QUEENS",11101,"19",1
4003110024,"QUEENS",11101,"14",1
4003110024,"QUEENS",11101,"16",5
4003190005,"QUEENS",11106,"15",3
4003200007,"QUEENS",11106,"18",1
4003200010,"QUEENS",11106,"15",1
4003220118,"QUEENS",11106,"18",1
4003230014,"QUEENS",11106,"19",1
4003240019,"QUEENS",11106,"20",1
4003240020,"QUEENS",11106,"21",1
4003240021,"QUEENS",11106,"16",1
4003240021,"QUEENS",11106,"21",1
4003240032,"QUEENS",11106,"15",1
4003240032,"QUEENS",11106,"16",1
4003240121,"QUEENS",11106,"20",1
4003260027,"QUEENS",11106,"16",2
4003260027,"QUEENS",11106,"18",1
4003260027,"QUEENS",11106,"21",1
4003260030,"QUEENS",11106,"19",1
4003260050,"QUEENS",11106,"14",7
4003260050,"QUEENS",11106,"15",1
4003260050,"QUEENS",11106,"19",1
4003260059,"QUEENS",11106,"19",1
4003300019,"QUEENS",11106,"20",1
4003300038,"QUEENS",11106,"14",1
4003310001,"QUEENS",11106,"14",3
4003310001,"QUEENS",11106,"15",4
4003310001,"QUEENS",11106,"16",2
4003310001,"QUEENS",11106,"17",1
4003310001,"QUEENS",11106,"18",3
4003310001,"QUEENS",11106,"20",1
4003320002,"QUEENS",11106,"14",1
4003380008,"QUEENS",11106,"18",1
4003380023,"QUEENS",11106,"18",1
4003380049,"QUEENS",11106,"19",1
4003380051,"QUEENS",11106,"19",2
4003380051,"QUEENS",11106,"21",1
4003390002,"QUEENS",11106,"17",2
4003390006,"QUEENS",11106,"19",1
4003390007,"QUEENS",11106,"17",1
4003390008,"QUEENS",11106,"19",1
4003390010,"QUEENS",11106,"16",2
4003390010,"QUEENS",11106,"17",5
4003390010,"QUEENS",11106,"18",1
4003390010,"QUEENS",11106,"19",1
4003390011,"QUEENS",11106,"16",1
4003390011,"QUEENS",11106,"17",7
4003390011,"QUEENS",11106,"18",2
4003390011,"QUEENS",11106,"19",4
4003390012,"QUEENS",11106,"16",1
4003390012,"QUEENS",11106,"17",1
4003390012,"QUEENS",11106,"19",2
4003390015,"QUEENS",11106,"21",1
4003390016,"QUEENS",11106,"19",3
4003390016,"QUEENS",11106,"20",3
4003390016,"QUEENS",11106,"21",2
4003390017,"QUEENS",11106,"19",2
4003390017,"QUEENS",11106,"20",4
4003390021,"QUEENS",11106,"19",3
4003390073,"QUEENS",11106,"21",1
4003400027,"QUEENS",11106,"14",2
4003400044,"QUEENS",11106,"18",1
4003430022,"QUEENS",11106,"19",1
4003430024,"QUEENS",11106,"19",1
4003430030,"QUEENS",11106,"19",1
4003430035,"QUEENS",11106,"17",1
4003440001,"QUEENS",11101,"20",1
4003440139,"QUEENS",11106,"19",1
4003440139,"QUEENS",11106,"21",1
4003450001,"QUEENS",11101,"16",1
4003450004,"QUEENS",11101,"17",1
4003450009,"QUEENS",11106,"18",1
4003450024,"QUEENS",11106,"20",1
4003450025,"QUEENS",11106,"19",1
4003450026,"QUEENS",11106,"19",1
4003450026,"QUEENS",11106,"20",1
4003460018,"QUEENS",11106,"18",1
4003460018,"QUEENS",11106,"19",1
4003460040,"QUEENS",11106,"18",1
4003460041,"QUEENS",11106,"18",1
4003470005,"QUEENS",11106,"19",1
4003520001,"QUEENS",11106,"18",1
4003530038,"QUEENS",11101,"15",1
4003550017,"QUEENS",11106,"19",1
4003550019,"QUEENS",11106,"15",2
4003550035,"QUEENS",11101,"21",1
4003550037,"QUEENS",11101,"14",1
4003550037,"QUEENS",11101,"15",2
4003600022,"QUEENS",11101,"15",1
4003610002,"QUEENS",11101,"15",1
4003640001,"QUEENS",11101,"21",1
4003640006,"QUEENS",11101,"19",1
4003650008,"QUEENS",11101,"14",1
4003670023,"QUEENS",11101,"21",1
4003680008,"QUEENS",11101,"17",1
4003680029,"QUEENS",11101,"17",1
4003710014,"QUEENS",11101,"21",1
4003730006,"QUEENS",11101,"18",1
4003730047,"QUEENS",11101,"14",1
4003740026,"QUEENS",11101,"15",1
4003740033,"QUEENS",11101,"15",1
4003740047,"QUEENS",11101,"19",1
4003800004,"QUEENS",11101,"20",1
4003800005,"QUEENS",11101,"16",1
4003800006,"QUEENS",11101,"16",1
4003800007,"QUEENS",11101,"16",3
4003800007,"QUEENS",11101,"20",1
4003820005,"QUEENS",11101,"19",1
4003820023,"QUEENS",11101,"14",1
4003830012,"QUEENS",11101,"19",1
4003830013,"QUEENS",11101,"19",1
4003830019,"QUEENS",11101,"14",1
4003830020,"QUEENS",11101,"14",1
4003830020,"QUEENS",11101,"15",1
4003830020,"QUEENS",11101,"17",1
4003830027,"QUEENS",11101,"15",1
4003840015,"QUEENS",11101,"15",2
4003840015,"QUEENS",11101,"16",1
4003840015,"QUEENS",11101,"17",1
4003840015,"QUEENS",11101,"19",1
4003840015,"QUEENS",11101,"21",1
4003840017,"QUEENS",11101,"19",1
4003840019,"QUEENS",11101,"17",1
4003840019,"QUEENS",11101,"20",1
4003840031,"QUEENS",11101,"21",2
4003850005,"QUEENS",11101,"17",1
4003850024,"QUEENS",11101,"18",1
4003860001,"QUEENS",11101,"18",1
4003860012,"QUEENS",11101,"21",1
4003860013,"QUEENS",11101,"14",1
4003860013,"QUEENS",11101,"15",2
4003860014,"QUEENS",11101,"15",5
4003860032,"QUEENS",11101,"16",1
4003860127,"QUEENS",11101,"16",1
4003860127,"QUEENS",11101,"17",1
4003870034,"QUEENS",11101,"21",2
4003870036,"QUEENS",11101,"18",1
4003880019,"QUEENS",11101,"15",1
4003910018,"QUEENS",11101,"18",1
4003950012,"QUEENS",11101,"14",2
4003950014,"QUEENS",11101,"17",1
4003950014,"QUEENS",11101,"21",2
4003950016,"QUEENS",11101,"17",1
4003950030,"QUEENS",11101,"17",1
4003950031,"QUEENS",11101,"17",1
4003950042,"QUEENS",11101,"14",1
4003950042,"QUEENS",11101,"19",1
4003960010,"QUEENS",11101,"17",1
4003970010,"QUEENS",11101,"21",1
4003970012,"QUEENS",11101,"19",1
4003970022,"QUEENS",11101,"14",1
4003970024,"QUEENS",11101,"18",1
4003970029,"QUEENS",11101,"18",1
4003970033,"QUEENS",11101,"21",1
4003970035,"QUEENS",11101,"20",1
4003980001,"QUEENS",11101,"14",2
4003980019,"QUEENS",11101,"19",1
4003980030,"QUEENS",11101,"18",2
4003980031,"QUEENS",11101,"14",1
4003980032,"QUEENS",11101,"18",2
4003980033,"QUEENS",11101,"15",1
4003980033,"QUEENS",11101,"17",1
4003980033,"QUEENS",11101,"18",1
4003980033,"QUEENS",11101,"20",1
4003980034,"QUEENS",11101,"20",2
4003990003,"QUEENS",11101,"15",1
4003990017,"QUEENS",11101,"21",1
4004000001,"QUEENS",11101,"19",2
4004020001,"QUEENS",11101,"19",1
4004020025,"QUEENS",11101,"17",2
4004020025,"QUEENS",11101,"21",1
4004020028,"QUEENS",11101,"19",1
4004020030,"QUEENS",11101,"19",1
4004050016,"QUEENS",11101,"19",1
4004070005,"QUEENS",11101,"18",1
4004070007,"QUEENS",11101,"15",1
4004070007,"QUEENS",11101,"16",1
4004070007,"QUEENS",11101,"19",1
4004070007,"QUEENS",11101,"21",3
4004070026,"QUEENS",11101,"20",1
4004070030,"QUEENS",11101,"16",1
4004070036,"QUEENS",11101,"19",1
4004080037,"QUEENS",11101,"17",1
4004100001,"QUEENS",11101,"18",1
4004100009,"QUEENS",11101,"16",1
4004100025,"QUEENS",11101,"16",1
4004140016,"QUEENS",11101,"14",1
4004140041,"QUEENS",11101,"15",1
4004160010,"QUEENS",11101,"20",2
4004160010,"QUEENS",11101,"21",1
4004167501,"QUEENS",11101,"21",1
4004170002,"QUEENS",11101,"18",1
4004170002,"QUEENS",11101,"19",5
4004170002,"QUEENS",11101,"20",8
4004170003,"QUEENS",11101,"19",1
4004170003,"QUEENS",11101,"20",1
4004180014,"QUEENS",11101,"17",3
4004187501,"QUEENS",11101,"21",1
4004207501,"QUEENS",11101,"14",1
4004220007,"QUEENS",11101,"18",1
4004310025,"QUEENS",11101,"17",1
4004310025,"QUEENS",11101,"19",1
4004310025,"QUEENS",11101,"21",2
4004310027,"QUEENS",11101,"15",1
4004320001,"QUEENS",11101,"19",1
4004320003,"QUEENS",11101,"17",4
4004320005,"QUEENS",11101,"17",3
4004320005,"QUEENS",11101,"18",1
4004320033,"QUEENS",11101,"20",1
4004320041,"QUEENS",11101,"17",1
4004320041,"QUEENS",11101,"18",1
4004320106,"QUEENS",11101,"18",1
4004327501,"QUEENS",11101,"17",1
4004337501,"QUEENS",11101,"19",1
4004460023,"QUEENS",11101,"16",1
4004470040,"QUEENS",11101,"19",1
4004570144,"QUEENS",11101,"21",1
4004570149,"QUEENS",11101,"21",2
4004570169,"QUEENS",11101,"21",1
4004590001,"QUEENS",11101,"19",2
4004650001,"QUEENS",11101,"19",2
4004650100,"QUEENS",11101,"18",1
4004700001,"QUEENS",11101,"20",1
4004710692,"QUEENS",11101,"15",1
4004710693,"QUEENS",11101,"15",1
4004710758,"QUEENS",11101,"16",1
4004750026,"QUEENS",11101,"14",1
4004750027,"QUEENS",11101,"15",1
4004750028,"QUEENS",11101,"16",1
4004750037,"QUEENS",11101,"14",1
4004900101,"QUEENS",11102,"17",1
4004900101,"QUEENS",11102,"19",1
4004900101,"QUEENS",11102,"20",1
4004900101,"QUEENS",11102,"21",5
4004900110,"QUEENS",11102,"21",1
4005030025,"QUEENS",11106,"15",1
4005050013,"QUEENS",11102,"21",2
4005050014,"QUEENS",11102,"16",1
4005050038,"QUEENS",11102,"15",1
4005090028,"QUEENS",11102,"18",1
4005090033,"QUEENS",11102,"17",1
4005140017,"QUEENS",11102,"17",4
4005160002,"QUEENS",11102,"21",1
4005160003,"QUEENS",11102,"21",2
4005160012,"QUEENS",11102,"20",3
4005160019,"QUEENS",11102,"18",1
4005160032,"QUEENS",11102,"14",1
4005160111,"QUEENS",11102,"20",1
4005170021,"QUEENS",11106,"17",2
4005210155,"QUEENS",11106,"20",1
4005210157,"QUEENS",11106,"20",1
4005210159,"QUEENS",11106,"20",1
4005220001,"QUEENS",11106,"16",1
4005230002,"QUEENS",11106,"19",1
4005280050,"QUEENS",11106,"15",1
4005280059,"QUEENS",11106,"15",2
4005280059,"QUEENS",11106,"16",1
4005290002,"QUEENS",11106,"21",1
4005310036,"QUEENS",11106,"21",1
4005310037,"QUEENS",11106,"21",1
4005310059,"QUEENS",11106,"18",1
4005310059,"QUEENS",11106,"21",1
4005317501,"QUEENS",11106,"18",1
4005320023,"QUEENS",11106,"21",1
4005330001,"QUEENS",11106,"21",1
4005330011,"QUEENS",11106,"14",1
4005330011,"QUEENS",11106,"20",3
4005330011,"QUEENS",11106,"21",1
4005330015,"QUEENS",11106,"20",1
4005330020,"QUEENS",11106,"14",1
4005330020,"QUEENS",11106,"15",1
4005330047,"QUEENS",11106,"15",1
4005330047,"QUEENS",11106,"16",1
4005330047,"QUEENS",11106,"20",1
4005340003,"QUEENS",11106,"14",1
