"BBL","Borough","Zip","Month","Year","count"
1022150116,"BRONX",10463,"12","10",1
1022150535,"BRONX",10463,"08","10",1
2022610045,"BRONX",10454,"08","10",1
2022610047,"BRONX",10454,"07","10",1
2022650006,"BRONX",10454,"06","10",1
2022650006,"BRONX",10454,"07","10",1
2022650033,"BRONX",10454,"05","10",1
2022650033,"BRONX",10454,"10","10",1
2022660022,"BRONX",10454,"05","10",2
2022670003,"BRONX",10454,"08","10",1
2022670055,"BRONX",10454,"11","10",1
2022670065,"BRONX",10454,"06","10",1
2022670065,"BRONX",10454,"07","10",2
2022670065,"BRONX",10454,"08","10",2
2022680020,"BRONX",10454,"03","10",1
2022680021,"BRONX",10454,"04","10",1
2022740034,"BRONX",10455,"01","10",1
2022750038,"BRONX",10455,"06","10",1
2022750130,"BRONX",10455,"09","10",1
2022750132,"BRONX",10455,"09","10",1
2022800053,"BRONX",10454,"03","10",1
2022800075,"BRONX",10454,"09","10",1
2022800130,"BRONX",10454,"08","10",1
2022820045,"BRONX",10454,"10","10",1
2022880035,"BRONX",10454,"04","10",1
2022880065,"BRONX",10454,"07","10",1
2022890155,"BRONX",10454,"05","10",1
2022920032,"BRONX",10455,"04","10",1
2022940002,"BRONX",10455,"03","10",1
2023010011,"BRONX",10454,"04","10",1
2023010011,"BRONX",10454,"06","10",1
2023010021,"BRONX",10454,"08","10",1
2023010044,"BRONX",10454,"09","10",2
2023030016,"BRONX",10454,"11","10",1
2023070016,"BRONX",10455,"08","10",1
2023140022,"BRONX",10454,"12","10",1
2023270039,"BRONX",10455,"05","10",1
2023270039,"BRONX",10455,"10","10",2
2023300051,"BRONX",10451,"06","10",1
2023300051,"BRONX",10451,"08","10",1
2023310007,"BRONX",10451,"03","10",1
2023310007,"BRONX",10451,"06","10",1
2023330054,"BRONX",10451,"03","10",1
2023480053,"BRONX",10451,"06","10",1
2023480053,"BRONX",10451,"08","10",1
2023480053,"BRONX",10451,"09","10",1
2023590210,"BRONX",10455,"05","10",1
2023670018,"BRONX",10451,"04","10",1
2023690062,"BRONX",10456,"09","10",1
2023720007,"BRONX",10456,"10","10",1
2023730021,"BRONX",10456,"04","10",1
2023730023,"BRONX",10456,"02","10",1
2023740104,"BRONX",10455,"10","10",1
2023740180,"BRONX",10455,"07","10",1
2023750015,"BRONX",10455,"10","10",1
2023760035,"BRONX",10455,"01","10",1
2023770018,"BRONX",10455,"10","10",1
2023780029,"BRONX",10451,"05","10",1
2023790028,"BRONX",10451,"09","10",1
2023790051,"BRONX",10451,"07","10",1
2023800051,"BRONX",10451,"07","10",1
2023820014,"BRONX",10451,"03","10",1
2023820014,"BRONX",10451,"05","10",2
2023820014,"BRONX",10451,"08","10",1
2023827501,"BRONX",10451,"05","10",3
2023827501,"BRONX",10451,"09","10",1
2023827501,"BRONX",10451,"10","10",1
2023830005,"BRONX",10451,"05","10",1
2023830018,"BRONX",10451,"08","10",1
2023890051,"BRONX",10456,"02","10",1
2023890051,"BRONX",10456,"03","10",1
2023890051,"BRONX",10456,"06","10",1
2023890051,"BRONX",10456,"07","10",1
2023890051,"BRONX",10456,"12","10",1
2023930006,"BRONX",10456,"10","10",1
2023940029,"BRONX",10456,"10","10",1
2023990020,"BRONX",10455,"02","10",1
2024000009,"BRONX",10451,"04","10",1
2024020001,"BRONX",10451,"11","10",2
2024060003,"BRONX",10451,"09","10",1
2024060104,"BRONX",10451,"02","10",1
2024070023,"BRONX",10451,"11","10",1
2024099059,"BRONX",10451,"11","10",1
2024100008,"BRONX",10451,"09","10",1
2024100009,"BRONX",10451,"12","10",1
2024100039,"BRONX",10451,"05","10",1
2024100039,"BRONX",10451,"08","10",1
2024100052,"BRONX",10451,"07","10",1
2024180008,"BRONX",10451,"07","10",1
2024200040,"BRONX",10451,"09","10",1
2024220054,"BRONX",10451,"03","10",1
2024220054,"BRONX",10451,"12","10",1
2024240086,"BRONX",10451,"04","10",3
2024240086,"BRONX",10451,"07","10",2
2024240086,"BRONX",10451,"11","10",1
2024240110,"BRONX",10451,"03","10",1
2024240110,"BRONX",10451,"06","10",3
2024240110,"BRONX",10451,"07","10",3
2024240110,"BRONX",10451,"09","10",1
2024250007,"BRONX",10456,"12","10",1
2024260002,"BRONX",10456,"10","10",1
2024260012,"BRONX",10456,"03","10",1
2024260056,"BRONX",10456,"12","10",1
2024260062,"BRONX",10456,"08","10",1
2024270045,"BRONX",10456,"07","10",1
2024270045,"BRONX",10456,"10","10",1
2024280030,"BRONX",10456,"05","10",1
2024280034,"BRONX",10456,"01","10",1
2024290028,"BRONX",10456,"04","10",1
2024310001,"BRONX",10456,"07","10",1
2024310026,"BRONX",10456,"03","10",2
2024310026,"BRONX",10456,"04","10",1
2024310026,"BRONX",10456,"08","10",1
2024310026,"BRONX",10456,"10","10",1
2024320040,"BRONX",10456,"07","10",1
2024320053,"BRONX",10456,"06","10",1
2024320088,"BRONX",10456,"09","10",1
2024330048,"BRONX",10456,"12","10",1
2024330054,"BRONX",10456,"06","10",1
2024330054,"BRONX",10456,"11","10",1
2024330062,"BRONX",10456,"01","10",1
2024330062,"BRONX",10456,"04","10",1
2024330076,"BRONX",10456,"02","10",1
2024340057,"BRONX",10456,"02","10",1
2024350007,"BRONX",10456,"10","10",1
2024350118,"BRONX",10456,"08","10",1
2024360079,"BRONX",10456,"03","10",1
2024360079,"BRONX",10456,"04","10",1
2024360079,"BRONX",10456,"09","10",1
2024360080,"BRONX",10456,"07","10",1
2024370006,"BRONX",10456,"07","10",1
2024380080,"BRONX",10456,"07","10",1
2024390057,"BRONX",10456,"05","10",1
2024390059,"BRONX",10456,"10","10",1
2024400001,"BRONX",10451,"03","10",1
2024410001,"BRONX",10451,"08","10",1
2024430042,"BRONX",10451,"07","10",1
2024430100,"BRONX",10451,"07","10",4
2024430100,"BRONX",10451,"08","10",2
2024460015,"BRONX",10456,"01","10",1
2024460021,"BRONX",10456,"04","10",2
2024460031,"BRONX",10456,"04","10",1
2024460031,"BRONX",10456,"06","10",1
2024470030,"BRONX",10456,"06","10",1
2024480012,"BRONX",10456,"03","10",1
2024480012,"BRONX",10456,"07","10",1
2024490010,"BRONX",10456,"03","10",1
2024490068,"BRONX",10456,"08","10",1
2024490072,"BRONX",10456,"04","10",1
2024490072,"BRONX",10456,"08","10",1
2024500001,"BRONX",10456,"06","10",1
2024500038,"BRONX",10456,"03","10",1
2024500052,"BRONX",10456,"02","10",5
2024520054,"BRONX",10456,"06","10",1
2024520079,"BRONX",10456,"03","10",1
2024530030,"BRONX",10456,"08","10",1
2024550028,"BRONX",10456,"01","10",1
2024560008,"BRONX",10456,"09","10",1
2024560032,"BRONX",10456,"03","10",1
2024560032,"BRONX",10456,"09","10",1
2024560055,"BRONX",10456,"04","10",1
2024560088,"BRONX",10456,"09","10",1
2024560088,"BRONX",10456,"10","10",1
2024560088,"BRONX",10456,"12","10",1
2024560150,"BRONX",10456,"04","10",1
2024560150,"BRONX",10456,"07","10",1
2024560163,"BRONX",10456,"02","10",1
2024560163,"BRONX",10456,"09","10",1
2024560163,"BRONX",10456,"12","10",1
2024560210,"BRONX",10456,"08","10",1
2024570001,"BRONX",10456,"12","10",1
2024570017,"BRONX",10456,"10","10",1
2024580016,"BRONX",10451,"06","10",1
2024580026,"BRONX",10451,"05","10",1
2024580085,"BRONX",10451,"10","10",1
2024610045,"BRONX",10451,"05","10",1
2024610058,"BRONX",10451,"11","10",1
2024610130,"BRONX",10456,"10","10",1
2024620033,"BRONX",10456,"09","10",1
2024630001,"BRONX",10452,"02","10",1
2024630016,"BRONX",10452,"08","10",1
2024630016,"BRONX",10452,"09","10",1
2024630034,"BRONX",10452,"01","10",1
2024630060,"BRONX",10452,"09","10",1
2024630063,"BRONX",10452,"02","10",1
2024640001,"BRONX",10452,"08","10",1
2024640001,"BRONX",10452,"10","10",1
2024640023,"BRONX",10452,"05","10",2
2024640023,"BRONX",10452,"07","10",1
2024660032,"BRONX",10452,"09","10",3
2024660032,"BRONX",10452,"10","10",1
2024720011,"BRONX",10452,"10","10",1
2024720023,"BRONX",10452,"01","10",1
2024720023,"BRONX",10452,"04","10",1
2024720023,"BRONX",10452,"07","10",2
2024720023,"BRONX",10452,"08","10",2
2024720023,"BRONX",10452,"09","10",3
2024720023,"BRONX",10452,"10","10",1
2024740032,"BRONX",10451,"04","10",2
2024740049,"BRONX",10451,"03","10",1
2024760044,"BRONX",10452,"08","10",1
2024760047,"BRONX",10452,"02","10",1
2024760047,"BRONX",10452,"04","10",1
2024760050,"BRONX",10452,"09","10",1
2024780018,"BRONX",10452,"06","10",1
2024790015,"BRONX",10452,"02","10",1
2024790036,"BRONX",10452,"08","10",1
2024810001,"BRONX",10452,"01","10",1
2024820030,"BRONX",10451,"04","10",1
2024820030,"BRONX",10451,"09","10",1
2024820040,"BRONX",10451,"03","10",1
2024820040,"BRONX",10451,"05","10",1
2024820060,"BRONX",10451,"03","10",2
2024820060,"BRONX",10451,"04","10",2
2024820060,"BRONX",10451,"08","10",1
2024820060,"BRONX",10451,"11","10",2
2024870020,"BRONX",10452,"05","10",1
2024890011,"BRONX",10452,"09","10",1
2024930001,"BRONX",10452,"07","10",1
2024960034,"BRONX",10452,"08","10",1
2024960073,"BRONX",10452,"06","10",2
2024960073,"BRONX",10452,"08","10",1
2025040030,"BRONX",10452,"04","10",2
2025040072,"BRONX",10452,"09","10",1
2025040105,"BRONX",10452,"04","10",1
2025040105,"BRONX",10452,"09","10",1
2025040105,"BRONX",10452,"10","10",1
2025050050,"BRONX",10452,"01","10",1
2025050050,"BRONX",10452,"11","10",1
2025050084,"BRONX",10452,"09","10",1
2025060010,"BRONX",10452,"05","10",1
2025060016,"BRONX",10452,"08","10",1
2025070034,"BRONX",10452,"12","10",1
2025110025,"BRONX",10452,"03","10",2
2025110064,"BRONX",10452,"12","10",1
2025120009,"BRONX",10452,"04","10",1
2025120014,"BRONX",10452,"06","10",1
2025120037,"BRONX",10452,"09","10",1
2025120040,"BRONX",10452,"09","10",1
2025130042,"BRONX",10452,"07","10",1
2025200001,"BRONX",10452,"08","10",2
2025200001,"BRONX",10452,"09","10",1
2025210056,"BRONX",10452,"09","10",1
2025220005,"BRONX",10452,"06","10",2
2025220005,"BRONX",10452,"07","10",1
2025230043,"BRONX",10452,"01","10",1
2025230050,"BRONX",10452,"06","10",1
2025260055,"BRONX",10452,"10","10",1
2025270061,"BRONX",10452,"01","10",1
2025270061,"BRONX",10452,"09","10",1
2025270168,"BRONX",10452,"01","10",1
2025280028,"BRONX",10452,"09","10",1
2025310001,"BRONX",10452,"01","10",2
2025310001,"BRONX",10452,"12","10",1
2025310005,"BRONX",10452,"07","10",1
2025320026,"BRONX",10452,"06","10",1
2025340008,"BRONX",10452,"09","10",1
2025340038,"BRONX",10452,"10","10",2
2025360015,"BRONX",10452,"10","10",1
2025500073,"BRONX",10454,"05","10",1
2025500073,"BRONX",10454,"07","10",1
2025520027,"BRONX",10454,"06","10",1
2025540001,"BRONX",10454,"03","10",1
2025540002,"BRONX",10454,"03","10",1
2025650072,"BRONX",10454,"05","10",2
2025680039,"BRONX",10454,"11","10",1
2025770038,"BRONX",10455,"09","10",1
2025800018,"BRONX",10455,"10","10",2
2025800018,"BRONX",10455,"11","10",1
2025800018,"BRONX",10455,"12","10",1
2025820022,"BRONX",10455,"09","10",1
2025900102,"BRONX",10454,"04","10",1
2025900102,"BRONX",10454,"05","10",1
2025900102,"BRONX",10454,"06","10",1
2025980077,"BRONX",10454,"11","10",1
2026030030,"BRONX",10455,"06","10",1
2026030035,"BRONX",10455,"02","10",1
2026070046,"BRONX",10456,"07","10",1
2026090028,"BRONX",10456,"05","10",1
2026090035,"BRONX",10456,"11","10",1
2026090046,"BRONX",10456,"03","10",1
2026090049,"BRONX",10456,"01","10",1
2026090051,"BRONX",10456,"01","10",1
2026100012,"BRONX",10456,"07","10",2
2026100012,"BRONX",10456,"08","10",2
2026110026,"BRONX",10456,"10","10",1
2026120053,"BRONX",10456,"04","10",1
2026120067,"BRONX",10456,"08","10",1
2026150008,"BRONX",10456,"08","10",1
2026150029,"BRONX",10456,"08","10",1
2026150053,"BRONX",10456,"12","10",1
2026170022,"BRONX",10455,"07","10",1
2026170022,"BRONX",10455,"09","10",1
2026170047,"BRONX",10455,"01","10",1
2026170084,"BRONX",10455,"02","10",2
2026170084,"BRONX",10455,"05","10",1
2026210001,"BRONX",10456,"08","10",1
2026210001,"BRONX",10456,"09","10",1
2026230151,"BRONX",10455,"01","10",1
2026230180,"BRONX",10455,"08","10",1
2026260001,"BRONX",10456,"08","10",1
2026290136,"BRONX",10456,"04","10",1
2026290137,"BRONX",10456,"01","10",1
2026320001,"BRONX",10456,"05","10",1
2026360036,"BRONX",10456,"02","10",1
2026360036,"BRONX",10456,"03","10",1
2026390001,"BRONX",10456,"05","10",1
2026420050,"BRONX",10455,"04","10",1
2026510034,"BRONX",10456,"06","10",1
2026510049,"BRONX",10456,"06","10",1
2026510049,"BRONX",10456,"12","10",1
2026530067,"BRONX",10455,"04","10",3
2026530069,"BRONX",10455,"08","10",1
2026570009,"BRONX",10456,"03","10",1
2026620034,"BRONX",10456,"10","10",1
2026630011,"BRONX",10456,"03","10",2
2026640044,"BRONX",10455,"05","10",1
2026660022,"BRONX",10456,"08","10",1
2026690001,"BRONX",10456,"11","10",1
2026690009,"BRONX",10456,"08","10",1
2026730007,"BRONX",10456,"04","10",1
2026740033,"BRONX",10455,"03","10",1
2026740084,"BRONX",10455,"10","10",1
2026750019,"BRONX",10455,"10","10",1
2026750045,"BRONX",10455,"01","10",1
2026760016,"BRONX",10455,"08","10",1
2026760021,"BRONX",10455,"07","10",1
2026760038,"BRONX",10455,"05","10",1
2026760045,"BRONX",10455,"09","10",1
2026770038,"BRONX",10459,"03","10",1
2026770038,"BRONX",10459,"05","10",1
2026770070,"BRONX",10459,"06","10",1
2026770074,"BRONX",10459,"04","10",1
2026780068,"BRONX",10459,"02","10",1
2026780068,"BRONX",10459,"08","10",1
2026810020,"BRONX",10459,"08","10",1
2026810026,"BRONX",10459,"09","10",1
2026810030,"BRONX",10459,"05","10",1
2026820008,"BRONX",10459,"08","10",1
2026820008,"BRONX",10459,"10","10",1
2026820013,"BRONX",10459,"06","10",1
2026840079,"BRONX",10455,"03","10",1
2026840136,"BRONX",10455,"07","10",2
2026860012,"BRONX",10455,"07","10",1
2026870001,"BRONX",10455,"04","10",1
2026870022,"BRONX",10455,"06","10",2
2026870032,"BRONX",10455,"04","10",2
2026870032,"BRONX",10455,"05","10",5
2026870032,"BRONX",10455,"06","10",1
2026870032,"BRONX",10455,"07","10",3
2026870032,"BRONX",10455,"10","10",5
2026880054,"BRONX",10459,"02","10",1
2026880054,"BRONX",10459,"04","10",1
2026880054,"BRONX",10459,"08","10",1
2026890046,"BRONX",10459,"03","10",1
2026890046,"BRONX",10459,"04","10",1
2026890046,"BRONX",10459,"06","10",1
2026890046,"BRONX",10459,"09","10",1
2026900081,"BRONX",10459,"10","10",1
2026900100,"BRONX",10459,"10","10",2
2026900100,"BRONX",10459,"11","10",1
2026900142,"BRONX",10459,"12","10",1
2026910069,"BRONX",10459,"08","10",1
2026920071,"BRONX",10459,"03","10",1
2026920072,"BRONX",10459,"01","10",1
2026920073,"BRONX",10459,"02","10",1
2026920073,"BRONX",10459,"03","10",2
2026920073,"BRONX",10459,"07","10",1
2026920073,"BRONX",10459,"09","10",1
2026920073,"BRONX",10459,"10","10",1
2026930021,"BRONX",10459,"06","10",1
2026930022,"BRONX",10459,"06","10",1
2026960075,"BRONX",10459,"09","10",1
2026970010,"BRONX",10459,"02","10",1
2026970010,"BRONX",10459,"11","10",1
2026970045,"BRONX",10459,"02","10",1
2026980084,"BRONX",10459,"10","10",1
2026990013,"BRONX",10459,"01","10",1
2026990031,"BRONX",10459,"05","10",1
2026990048,"BRONX",10459,"11","10",1
2027010049,"BRONX",10455,"06","10",1
2027010049,"BRONX",10455,"10","10",1
2027030018,"BRONX",10459,"10","10",1
2027030053,"BRONX",10459,"11","10",1
2027040016,"BRONX",10459,"03","10",1
2027050007,"BRONX",10459,"04","10",1
2027050029,"BRONX",10459,"04","10",1
2027050040,"BRONX",10459,"11","10",1
2027067501,"BRONX",10459,"05","10",1
2027067501,"BRONX",10459,"07","10",1
2027070074,"BRONX",10455,"11","10",2
2027080007,"BRONX",10455,"05","10",1
2027080025,"BRONX",10455,"10","10",1
2027110008,"BRONX",10459,"02","10",1
2027110008,"BRONX",10459,"08","10",1
2027110011,"BRONX",10459,"11","10",1
2027150049,"BRONX",10459,"07","10",1
2027180017,"BRONX",10459,"10","10",1
2027180017,"BRONX",10459,"11","10",1
2027190046,"BRONX",10459,"07","10",1
2027200054,"BRONX",10455,"05","10",1
2027200080,"BRONX",10455,"03","10",1
2027200080,"BRONX",10455,"05","10",1
2027200080,"BRONX",10455,"06","10",1
2027200080,"BRONX",10455,"08","10",1
2027200088,"BRONX",10455,"01","10",1
2027200088,"BRONX",10455,"08","10",1
2027200088,"BRONX",10455,"10","10",1
2027230001,"BRONX",10459,"03","10",1
2027240101,"BRONX",10459,"10","10",1
2027260020,"BRONX",10459,"05","10",1
2027270041,"BRONX",10459,"10","10",1
2027350014,"BRONX",10459,"10","10",3
2027400039,"BRONX",10474,"04","10",1
2027400039,"BRONX",10474,"09","10",1
2027420029,"BRONX",10459,"07","10",1
2027420039,"BRONX",10459,"09","10",1
2027430019,"BRONX",10459,"01","10",1
2027430019,"BRONX",10459,"02","10",1
2027440034,"BRONX",10459,"03","10",1
2027450001,"BRONX",10459,"11","10",2
2027490055,"BRONX",10459,"03","10",1
2027510001,"BRONX",10459,"12","10",1
2027520017,"BRONX",10459,"09","10",1
2027520128,"BRONX",10459,"11","10",1
2027540050,"BRONX",10459,"08","10",1
2027540063,"BRONX",10459,"11","10",1
2027540064,"BRONX",10459,"11","10",1
2027560062,"BRONX",10459,"08","10",1
2027570024,"BRONX",10459,"01","10",1
2027570028,"BRONX",10459,"08","10",1
2027570028,"BRONX",10459,"12","10",1
2027610057,"BRONX",10474,"12","10",1
2027610059,"BRONX",10474,"12","10",1
2027620025,"BRONX",10474,"06","10",1
2027630149,"BRONX",10474,"08","10",1
2027630248,"BRONX",10474,"09","10",1
2027630275,"BRONX",10474,"02","10",2
2027650226,"BRONX",10474,"07","10",1
2027660088,"BRONX",10474,"08","10",1
2027820006,"BRONX",10456,"01","10",1
2027820108,"BRONX",10456,"04","10",1
2027820108,"BRONX",10456,"09","10",1
2027820109,"BRONX",10456,"10","10",1
2027820145,"BRONX",10456,"12","10",1
2027820170,"BRONX",10456,"02","10",1
2027820194,"BRONX",10456,"04","10",1
2027830007,"BRONX",10456,"01","10",1
2027830035,"BRONX",10456,"10","10",1
2027850048,"BRONX",10456,"12","10",1
2027870001,"BRONX",10457,"02","10",1
2027870001,"BRONX",10457,"04","10",1
2027900057,"BRONX",10457,"06","10",1
2027900057,"BRONX",10457,"11","10",1
2027900057,"BRONX",10457,"12","10",2
2027920014,"BRONX",10457,"05","10",1
2027920014,"BRONX",10457,"07","10",1
2027920018,"BRONX",10457,"07","10",1
2027920018,"BRONX",10457,"10","10",1
2027920018,"BRONX",10457,"12","10",1
2027950038,"BRONX",10457,"08","10",1
2027960013,"BRONX",10457,"01","10",1
2027960013,"BRONX",10457,"02","10",1
2027960019,"BRONX",10457,"09","10",1
2027970017,"BRONX",10457,"10","10",1
2027970021,"BRONX",10457,"10","10",1
2027980013,"BRONX",10457,"10","10",1
2027980022,"BRONX",10457,"07","10",1
2027980024,"BRONX",10457,"01","10",2
2027980052,"BRONX",10457,"06","10",1
2027990025,"BRONX",10457,"09","10",1
2027990025,"BRONX",10457,"11","10",1
2028000042,"BRONX",10457,"07","10",1
2028000068,"BRONX",10457,"12","10",1
2028030038,"BRONX",10457,"10","10",1
2028030038,"BRONX",10457,"12","10",1
2028040019,"BRONX",10457,"01","10",1
2028040021,"BRONX",10457,"01","10",1
2028050026,"BRONX",10453,"01","10",1
2028070008,"BRONX",10453,"11","10",1
2028070035,"BRONX",10453,"03","10",1
2028080090,"BRONX",10453,"03","10",1
2028080096,"BRONX",10453,"07","10",1
2028090001,"BRONX",10457,"05","10",1
2028090005,"BRONX",10457,"08","10",1
2028090020,"BRONX",10457,"06","10",1
2028100001,"BRONX",10457,"06","10",1
2028100001,"BRONX",10457,"09","10",2
2028100001,"BRONX",10457,"12","10",2
2028100020,"BRONX",10457,"10","10",2
2028100045,"BRONX",10457,"07","10",1
2028120011,"BRONX",10457,"04","10",1
2028120011,"BRONX",10457,"12","10",1
2028140001,"BRONX",10457,"08","10",1
2028140029,"BRONX",10457,"10","10",1
2028140065,"BRONX",10457,"06","10",1
2028160001,"BRONX",10456,"10","10",1
2028160049,"BRONX",10456,"06","10",1
2028190001,"BRONX",10457,"02","10",1
2028190005,"BRONX",10457,"01","10",1
2028190005,"BRONX",10457,"04","10",1
2028190005,"BRONX",10457,"10","10",1
2028190051,"BRONX",10457,"07","10",1
2028190051,"BRONX",10457,"08","10",3
2028190051,"BRONX",10457,"10","10",1
2028190051,"BRONX",10457,"11","10",2
2028200016,"BRONX",10457,"04","10",1
2028200016,"BRONX",10457,"07","10",1
2028210001,"BRONX",10457,"03","10",2
2028210032,"BRONX",10457,"06","10",1
2028210032,"BRONX",10457,"08","10",1
2028210068,"BRONX",10457,"06","10",1
2028220019,"BRONX",10453,"04","10",1
2028240045,"BRONX",10457,"09","10",1
2028260024,"BRONX",10453,"04","10",1
2028260051,"BRONX",10453,"02","10",1
2028280011,"BRONX",10453,"09","10",1
2028290030,"BRONX",10453,"05","10",1
2028290033,"BRONX",10453,"04","10",1
2028290063,"BRONX",10453,"01","10",1
2028290068,"BRONX",10453,"01","10",1
2028310040,"BRONX",10456,"12","10",1
2028330030,"BRONX",10452,"04","10",1
2028340001,"BRONX",10452,"11","10",1
2028370031,"BRONX",10452,"10","10",1
2028380012,"BRONX",10452,"09","10",1
2028390027,"BRONX",10452,"12","10",1
2028390057,"BRONX",10452,"10","10",1
2028390068,"BRONX",10452,"06","10",1
2028390075,"BRONX",10452,"04","10",1
2028400047,"BRONX",10452,"09","10",1
2028400049,"BRONX",10452,"09","10",1
2028410055,"BRONX",10452,"10","10",1
2028410070,"BRONX",10452,"07","10",1
2028410070,"BRONX",10452,"08","10",1
2028420023,"BRONX",10452,"03","10",1
2028420071,"BRONX",10452,"01","10",1
2028430085,"BRONX",10452,"12","10",1
2028490024,"BRONX",10453,"03","10",1
2028490076,"BRONX",10453,"03","10",1
2028490076,"BRONX",10453,"04","10",1
2028490076,"BRONX",10453,"06","10",1
2028490076,"BRONX",10453,"08","10",1
2028490076,"BRONX",10453,"11","10",1
2028500047,"BRONX",10453,"03","10",2
2028500047,"BRONX",10453,"04","10",1
2028500047,"BRONX",10453,"09","10",1
2028510014,"BRONX",10453,"11","10",1
2028520009,"BRONX",10453,"10","10",1
2028520032,"BRONX",10453,"04","10",1
2028570028,"BRONX",10452,"02","10",1
2028610013,"BRONX",10453,"10","10",1
2028610135,"BRONX",10453,"06","10",1
2028620097,"BRONX",10453,"07","10",1
2028650110,"BRONX",10452,"11","10",1
2028660009,"BRONX",10453,"02","10",1
2028660009,"BRONX",10453,"08","10",1
2028670103,"BRONX",10453,"02","10",2
2028670139,"BRONX",10453,"01","10",1
2028670147,"BRONX",10453,"04","10",1
2028680038,"BRONX",10453,"03","10",1
2028680123,"BRONX",10453,"02","10",1
2028680129,"BRONX",10453,"02","10",1
2028690087,"BRONX",10453,"04","10",1
2028690087,"BRONX",10453,"05","10",1
2028720054,"BRONX",10452,"05","10",1
2028720054,"BRONX",10452,"06","10",1
2028720256,"BRONX",10452,"01","10",1
2028720308,"BRONX",10452,"05","10",1
2028720312,"BRONX",10452,"04","10",1
2028730058,"BRONX",10452,"05","10",1
2028730058,"BRONX",10452,"10","10",1
2028730080,"BRONX",10452,"01","10",1
2028730084,"BRONX",10452,"09","10",2
2028770282,"BRONX",10453,"09","10",1
2028770290,"BRONX",10453,"07","10",1
2028770413,"BRONX",10453,"10","10",1
2028770414,"BRONX",10453,"05","10",1
2028770516,"BRONX",10453,"10","10",1
2028780126,"BRONX",10453,"08","10",3
2028790021,"BRONX",10453,"11","10",1
2028790030,"BRONX",10453,"07","10",1
2028790104,"BRONX",10453,"03","10",1
2028790113,"BRONX",10453,"06","10",1
2028790117,"BRONX",10453,"05","10",1
2028790170,"BRONX",10453,"08","10",1
2028790170,"BRONX",10453,"11","10",1
2028790209,"BRONX",10453,"05","10",1
2028800009,"BRONX",10453,"07","10",1
2028800009,"BRONX",10453,"08","10",1
2028800017,"BRONX",10453,"05","10",1
2028800029,"BRONX",10453,"12","10",1
2028870160,"BRONX",10456,"09","10",2
2028880028,"BRONX",10457,"07","10",1
2028880039,"BRONX",10457,"03","10",1
2028890015,"BRONX",10457,"05","10",2
2028890015,"BRONX",10457,"09","10",1
2028890015,"BRONX",10457,"11","10",1
2028890015,"BRONX",10457,"12","10",1
2028890018,"BRONX",10457,"07","10",1
2028910006,"BRONX",10457,"07","10",1
2028910059,"BRONX",10457,"03","10",1
2028920024,"BRONX",10457,"08","10",1
2028920077,"BRONX",10457,"07","10",1
2028960088,"BRONX",10457,"07","10",1
2028970057,"BRONX",10457,"10","10",1
2029040039,"BRONX",10457,"12","10",1
2029040041,"BRONX",10457,"04","10",1
2029130043,"BRONX",10457,"11","10",1
2029130043,"BRONX",10457,"12","10",1
2029170007,"BRONX",10457,"09","10",1
2029190001,"BRONX",10457,"04","10",1
2029340001,"BRONX",10456,"09","10",1
2029340034,"BRONX",10456,"01","10",1
2029340034,"BRONX",10456,"02","10",1
2029347501,"BRONX",10456,"10","10",1
2029350022,"BRONX",10456,"10","10",1
2029350047,"BRONX",10456,"03","10",1
2029350047,"BRONX",10456,"10","10",1
2029370001,"BRONX",10456,"12","10",1
2029380012,"BRONX",10460,"10","10",1
2029380018,"BRONX",10460,"11","10",1
2029400006,"BRONX",10460,"08","10",1
2029440001,"BRONX",10457,"09","10",1
2029470035,"BRONX",10457,"06","10",1
2029470035,"BRONX",10457,"07","10",1
2029470041,"BRONX",10457,"01","10",1
2029500030,"BRONX",10457,"06","10",1
2029500030,"BRONX",10457,"08","10",1
2029500052,"BRONX",10457,"07","10",1
2029530011,"BRONX",10457,"01","10",1
2029530011,"BRONX",10457,"06","10",1
2029550025,"BRONX",10460,"11","10",1
2029550031,"BRONX",10460,"08","10",1
2029560048,"BRONX",10460,"05","10",1
2029560073,"BRONX",10460,"06","10",1
2029580050,"BRONX",10460,"08","10",1
2029600070,"BRONX",10460,"01","10",1
2029610010,"BRONX",10456,"03","10",1
2029610041,"BRONX",10459,"08","10",1
2029610046,"BRONX",10459,"04","10",1
2029610047,"BRONX",10459,"05","10",1
2029610047,"BRONX",10459,"06","10",1
2029610047,"BRONX",10459,"08","10",1
2029630004,"BRONX",10459,"04","10",1
2029630005,"BRONX",10459,"02","10",1
2029630005,"BRONX",10459,"04","10",1
2029630005,"BRONX",10459,"06","10",1
2029680017,"BRONX",10459,"10","10",1
2029680021,"BRONX",10459,"02","10",1
2029680022,"BRONX",10459,"09","10",1
2029700012,"BRONX",10459,"04","10",1
2029700012,"BRONX",10459,"06","10",1
2029700015,"BRONX",10459,"05","10",1
2029700017,"BRONX",10459,"03","10",1
2029700018,"BRONX",10459,"09","10",1
2029700019,"BRONX",10459,"04","10",1
2029710001,"BRONX",10459,"12","10",1
2029710020,"BRONX",10459,"12","10",2
2029720026,"BRONX",10459,"06","10",1
2029720026,"BRONX",10459,"09","10",1
2029740077,"BRONX",10459,"05","10",1
2029770072,"BRONX",10460,"06","10",1
2029790034,"BRONX",10459,"08","10",1
2029800015,"BRONX",10459,"09","10",1
