Year,Zip,RatsN
16,10001,6900
16,10002,30200
16,10003,15600
16,10004,0
16,10005,0
16,10006,600
16,10007,1900
16,10009,28800
16,10010,7700
16,10011,11000
16,10012,15000
16,10013,22100
16,10014,31900
16,10016,0
16,10017,0
16,10018,2100
16,10019,12400
16,10021,7100
16,10022,19200
16,10023,14600
16,10024,99500
16,10025,27800
16,10026,40800
16,10027,34700
16,10028,21300
16,10029,23300
16,10030,10500
16,10031,41400
16,10032,60800
16,10033,49700
16,10034,7300
16,10035,13500
16,10036,6500
16,10037,12000
16,10038,4300
16,10039,11600
16,10040,48000
16,10044,0
16,10065,0
16,10069,0
16,10075,0
16,10121,0
16,10128,39100
16,10301,0
16,10302,26400
16,10303,7300
16,10304,19800
16,10305,0
16,10306,0
16,10307,0
16,10308,0
16,10309,0
16,10310,0
16,10312,0
16,10314,0
16,10451,8500
16,10452,42600
16,10453,25000
16,10454,19100
16,10455,26100
16,10456,27800
16,10457,25500
16,10458,40600
16,10459,25600
16,10460,18600
16,10461,0
16,10462,18900
16,10463,16500
16,10464,0
16,10465,0
16,10466,78000
16,10467,50800
16,10468,18600
16,10469,0
16,10470,8000
16,10471,0
16,10472,21300
16,10473,12500
16,10474,5700
16,10475,0
16,11001,0
16,11004,0
16,11040,0
16,11101,17900
16,11102,0
16,11103,0
16,11104,4600
16,11105,5600
16,11106,0
16,11201,0
16,11203,70300
16,11204,2700
16,11205,126000
16,11206,63800
16,11207,81100
16,11208,63700
16,11209,0
16,11210,14400
16,11211,39100
16,11212,38400
16,11213,36400
16,11214,4200
16,11215,121600
16,11216,50600
16,11217,67700
16,11218,12000
16,11219,8400
16,11220,20800
16,11221,143900
16,11222,24300
16,11223,0
16,11224,8100
16,11225,23300
16,11226,62300
16,11228,4900
16,11229,0
16,11230,0
16,11231,0
16,11232,7000
16,11233,107700
16,11234,0
16,11235,32900
16,11236,59800
16,11237,57800
16,11238,41400
16,11249,0
16,11354,0
16,11355,0
16,11356,0
16,11357,0
16,11358,4200
16,11360,0
16,11361,0
16,11362,0
16,11363,0
16,11364,0
16,11365,0
16,11366,0
16,11367,1400
16,11368,0
16,11369,0
16,11370,0
16,11372,33400
16,11373,0
16,11374,13800
16,11375,0
16,11377,69000
16,11378,0
16,11379,0
16,11385,132200
16,11411,0
16,11412,20300
16,11413,0
16,11414,3500
16,11415,0
16,11416,4900
16,11417,0
16,11418,8800
16,11419,0
16,11420,0
16,11421,0
16,11422,0
16,11423,0
16,11426,0
16,11427,0
16,11428,0
16,11429,3300
16,11432,32600
16,11433,28900
16,11434,19100
16,11435,52500
16,11436,0
16,11691,0
16,11692,0
16,11693,0
16,11694,0
