Year,Zip,RatsN
21,10001,9344.444444
21,10002,16958.33333
21,10003,22533.33333
21,10004,1250
21,10005,600
21,10006,0
21,10007,2600
21,10009,21342.85714
21,10010,14000
21,10011,22672.22222
21,10012,11785.71429
21,10013,55125
21,10014,25271.42857
21,10016,10800
21,10017,0
21,10018,0
21,10019,9395.833333
21,10020,NA
21,10021,14490
21,10022,6037.5
21,10023,19256.25
21,10024,34540.54054
21,10025,31516.66667
21,10026,18900
21,10027,24604.65116
21,10028,18385.71429
21,10029,17940
21,10030,10620.68966
21,10031,18360
21,10032,12250
21,10033,14669.04762
21,10034,12138.88889
21,10035,12353.33333
21,10036,5720
21,10037,7666.666667
21,10038,3333.333333
21,10039,5888
21,10040,7528.571429
21,10044,0
21,10065,22400
21,10069,0
21,10075,9264.705882
21,10128,13006.45161
21,10162,NA
21,10280,0
21,10282,1000
21,10301,36656.25
21,10302,8968.75
21,10303,7000
21,10304,11700
21,10305,22200
21,10306,17200
21,10307,0
21,10308,15225
21,10309,6587.5
21,10310,30625
21,10312,28475
21,10314,27030
21,10451,10685.71429
21,10452,14403.57143
21,10453,20455.88235
21,10454,14723.07692
21,10455,20794.11765
21,10456,31250
21,10457,29723.52941
21,10458,25875
21,10459,18600
21,10460,12743.18182
21,10461,11108.33333
21,10462,15050
21,10463,14712.5
21,10464,0
21,10465,18975
21,10466,16972.22222
21,10467,27923.40426
21,10468,18525
21,10469,40666.66667
21,10470,10481.25
21,10471,4166.666667
21,10472,37001.02041
21,10473,10222.22222
21,10474,7650
21,10475,0
21,11001,0
21,11004,0
21,11040,0
21,11101,21922.72727
21,11102,15995.45455
21,11103,19350
21,11104,34000
21,11105,32640
21,11106,25066.66667
21,11201,16470
21,11203,23280
21,11204,15375
21,11205,36205.55556
21,11206,32900
21,11207,74498.3871
21,11208,44122.5
21,11209,21194.44444
21,11210,12112.5
21,11211,44958.62069
21,11212,28496.42857
21,11213,24531.70732
21,11214,17278.57143
21,11215,74769.23077
21,11216,97795.89041
21,11217,56650
21,11218,35014.28571
21,11219,72183.33333
21,11220,35510
21,11221,101421.0938
21,11222,26550
21,11223,18200
21,11224,10600
21,11225,40430.76923
21,11226,35636.36364
21,11228,0
21,11229,16800
21,11230,24150
21,11231,33800
21,11232,35733.33333
21,11233,69386.84211
21,11234,20357.14286
21,11235,35589.47368
21,11236,37525
21,11237,68261.90476
21,11238,61074
21,11239,450
21,11249,27690
21,11354,11200
21,11355,9240
21,11356,0
21,11357,10000
21,11358,9975
21,11360,0
21,11361,9100
21,11362,0
21,11364,1500
21,11365,0
21,11366,1500
21,11367,8100
21,11368,35935.71429
21,11369,0
21,11370,22100
21,11372,13860
21,11373,64170
21,11374,6435.714286
21,11375,16783.33333
21,11377,42635.71429
21,11378,19387.5
21,11379,28600
21,11385,69960
21,11411,2100
21,11412,3737.5
21,11413,0
21,11414,7087.5
21,11415,2800
21,11416,0
21,11417,19350
21,11418,13950
21,11419,5940
21,11420,7177.777778
21,11421,7150
21,11422,0
21,11423,3600
21,11426,0
21,11427,3150
21,11428,300
21,11429,18000
21,11432,17714.28571
21,11433,18060
21,11434,70000
21,11435,11323.33333
21,11436,8050
21,11691,9450
21,11692,1750
21,11693,1200
21,11694,3300
