Year,Zip,RatsN
12,10001,0
12,10002,44900
12,10003,34200
12,10004,0
12,10005,0
12,10006,0
12,10007,2400
12,10009,0
12,10010,0
12,10011,0
12,10012,0
12,10013,8400
12,10014,9300
12,10016,10800
12,10017,0
12,10018,0
12,10019,7000
12,10021,0
12,10022,8800
12,10023,10500
12,10024,24200
12,10025,21100
12,10026,26400
12,10027,18100
12,10028,21000
12,10029,19500
12,10030,11800
12,10031,28900
12,10032,24700
12,10033,15100
12,10034,7000
12,10035,11400
12,10036,6700
12,10037,0
12,10038,3500
12,10039,4500
12,10040,7000
12,10065,9400
12,10069,0
12,10075,13000
12,10128,74800
12,10162,100
12,10280,0
12,10301,11200
12,10302,8800
12,10303,0
12,10304,7300
12,10305,0
12,10306,16800
12,10307,2700
12,10308,0
12,10309,0
12,10310,13200
12,10312,15300
12,10314,61000
12,10451,15700
12,10452,11300
12,10453,26000
12,10454,4100
12,10455,18300
12,10456,40900
12,10457,21200
12,10458,39600
12,10459,25200
12,10460,21200
12,10461,18700
12,10462,15400
12,10463,28500
12,10464,0
12,10465,0
12,10466,50400
12,10467,34300
12,10468,19100
12,10469,96600
12,10470,0
12,10471,0
12,10472,61500
12,10473,7500
12,10474,2000
12,10475,600
12,11001,0
12,11004,0
12,11101,0
12,11102,0
12,11103,0
12,11104,5600
12,11105,6900
12,11106,0
12,11201,25500
12,11203,74900
12,11204,0
12,11205,0
12,11206,53600
12,11207,84300
12,11208,64400
12,11209,0
12,11210,11200
12,11211,31900
12,11212,15800
12,11213,78300
12,11214,25200
12,11215,0
12,11216,95600
12,11217,94500
12,11218,24800
12,11219,0
12,11220,10200
12,11221,154500
12,11222,100700
12,11223,13700
12,11224,0
12,11225,30200
12,11226,100100
12,11228,0
12,11229,10500
12,11230,32600
12,11231,10500
12,11232,0
12,11233,79800
12,11234,30600
12,11235,36100
12,11236,0
12,11237,62800
12,11238,119500
12,11249,2000
12,11354,0
12,11355,0
12,11356,0
12,11357,0
12,11358,4200
12,11360,100
12,11361,0
12,11362,0
12,11363,0
12,11364,0
12,11365,0
12,11366,0
12,11367,0
12,11368,11600
12,11369,0
12,11370,0
12,11372,8000
12,11373,37400
12,11374,0
12,11375,0
12,11377,0
12,11378,0
12,11379,0
12,11385,167000
12,11411,0
12,11412,36100
12,11413,0
12,11414,3300
12,11415,0
12,11416,0
12,11417,0
12,11418,6800
12,11419,0
12,11420,8000
12,11421,8500
12,11422,0
12,11423,0
12,11426,2100
12,11427,0
12,11428,0
12,11429,5100
12,11432,17600
12,11433,46200
12,11434,43200
12,11435,20900
12,11436,11700
12,11691,0
12,11692,0
12,11693,0
12,11694,0
