Year,Zip,RatsN
21,10001,19600
21,10002,17400
21,10003,35100
21,10004,0
21,10005,400
21,10006,0
21,10007,0
21,10009,58300
21,10010,0
21,10011,29800
21,10012,8300
21,10013,88200
21,10014,35800
21,10016,11400
21,10017,0
21,10018,0
21,10019,26700
21,10020,0
21,10021,0
21,10022,0
21,10023,17600
21,10024,34600
21,10025,34500
21,10026,26400
21,10027,36800
21,10028,20600
21,10029,27200
21,10030,16500
21,10031,27000
21,10032,12600
21,10033,46800
21,10034,31600
21,10035,20400
21,10036,11700
21,10037,32200
21,10038,3000
21,10039,8300
21,10040,11900
21,10044,0
21,10065,11200
21,10069,0
21,10075,20200
21,10128,26700
21,10162,0
21,10280,0
21,10282,0
21,10301,48300
21,10302,13400
21,10303,0
21,10304,24000
21,10305,50000
21,10306,25800
21,10307,0
21,10308,14700
21,10309,9400
21,10310,56400
21,10312,29000
21,10314,35800
21,10451,21500
21,10452,19400
21,10453,27500
21,10454,18000
21,10455,23200
21,10456,53400
21,10457,44500
21,10458,38200
21,10459,40500
21,10460,20700
21,10461,34100
21,10462,22900
21,10463,19700
21,10464,0
21,10465,0
21,10466,18000
21,10467,52500
21,10468,29100
21,10469,64100
21,10470,17600
21,10471,4500
21,10472,49300
21,10473,13300
21,10474,14700
21,10475,0
21,11001,0
21,11004,0
21,11040,0
21,11101,28600
21,11102,34000
21,11103,0
21,11104,17000
21,11105,28900
21,11106,0
21,11201,18900
21,11203,72000
21,11204,15000
21,11205,54900
21,11206,66200
21,11207,98200
21,11208,101300
21,11209,43400
21,11210,21900
21,11211,60800
21,11212,173800
21,11213,27600
21,11214,0
21,11215,108500
21,11216,218900
21,11217,90100
21,11218,35200
21,11219,0
21,11220,104700
21,11221,146400
21,11222,36600
21,11223,49000
21,11224,15500
21,11225,66600
21,11226,46800
21,11228,0
21,11229,0
21,11230,0
21,11231,30600
21,11232,65600
21,11233,92300
21,11234,33800
21,11235,40400
21,11236,94100
21,11237,81500
21,11238,85500
21,11239,200
21,11249,0
21,11354,7900
21,11355,8400
21,11356,0
21,11357,18000
21,11358,0
21,11360,0
21,11361,11200
21,11362,0
21,11364,0
21,11365,0
21,11366,0
21,11367,4500
21,11368,65600
21,11369,0
21,11370,0
21,11372,23800
21,11373,141500
21,11374,8800
21,11375,17100
21,11377,88100
21,11378,14900
21,11379,25700
21,11385,104100
21,11411,0
21,11412,2900
21,11413,0
21,11414,0
21,11415,0
21,11416,0
21,11417,0
21,11418,9900
21,11419,5500
21,11420,16200
21,11421,0
21,11422,0
21,11423,0
21,11426,0
21,11427,700
21,11428,0
21,11429,0
21,11432,30000
21,11433,0
21,11434,40000
21,11435,50500
21,11436,4200
21,11691,16900
21,11692,1400
21,11693,800
21,11694,0
