"Year","zip","Borough","Neighborhood","Percentage","Number"
15,10001,"MANHATTAN","CHELSEA AND CLINTON","0.020907224",8866.66666666667
15,10002,"MANHATTAN","LOWER EAST SIDE","0.026787381",19034.4827586207
15,10003,"MANHATTAN","LOWER EAST SIDE","0.026787381",13641.3793103448
15,10005,"MANHATTAN","LOWER MANHATTAN","0.009240246",400.614525139665
15,10006,"MANHATTAN","LOWER MANHATTAN","0.009240246",0
15,10007,"MANHATTAN","LOWER MANHATTAN","0.009240246",2403.68715083799
15,10009,"MANHATTAN","LOWER EAST SIDE","0.026787381",17448.275862069
15,10010,"MANHATTAN","GRAMERCY PARK AND MURRAY HILL","0.008680231",7611.67597765363
15,10011,"MANHATTAN","CHELSEA AND CLINTON","0.020907224",12561.1111111111
15,10012,"MANHATTAN","GREENWICH VILLAGE AND SOHO","0.019413851",24790
15,10013,"MANHATTAN","GREENWICH VILLAGE AND SOHO","0.019413851",20770
15,10014,"MANHATTAN","GREENWICH VILLAGE AND SOHO","0.019413851",21440
15,10016,"MANHATTAN","GRAMERCY PARK AND MURRAY HILL","0.008680231",6810.4469273743
15,10017,"MANHATTAN","GRAMERCY PARK AND MURRAY HILL","0.008680231",1602.45810055866
15,10018,"MANHATTAN","CHELSEA AND CLINTON","0.020907224",2216.66666666667
15,10019,"MANHATTAN","CHELSEA AND CLINTON","0.020907224",6280.55555555556
15,10020,"MANHATTAN","CHELSEA AND CLINTON","0.020907224",0
15,10021,"MANHATTAN","UPPER EAST SIDE","0.028560762",8100
15,10022,"MANHATTAN","GRAMERCY PARK AND MURRAY HILL","0.008680231",8813.51955307263
15,10023,"MANHATTAN","UPPER WEST SIDE","0.030147471",8914.28571428571
15,10024,"MANHATTAN","UPPER WEST SIDE","0.030147471",12814.2857142857
15,10025,"MANHATTAN","UPPER WEST SIDE","0.030147471",26742.8571428571
15,10026,"MANHATTAN","CENTRAL HARLEM","0.03798768",8544.68085106383
15,10027,"MANHATTAN","CENTRAL HARLEM","0.03798768",20827.6595744681
15,10028,"MANHATTAN","UPPER EAST SIDE","0.028560762",26325
15,10029,"MANHATTAN","EAST HARLEM","0.019227179",15950
15,10030,"MANHATTAN","CENTRAL HARLEM","0.03798768",10146.8085106383
