"Year","zip","Borough","Neighborhood","Percentage","Number"
11,10001,"MANHATTAN","CHELSEA AND CLINTON","0.016532886",7680
11,10002,"MANHATTAN","LOWER EAST SIDE","0.0271954",12529.4117647059
11,10003,"MANHATTAN","LOWER EAST SIDE","0.0271954",18376.4705882353
11,10004,"MANHATTAN","LOWER MANHATTAN","0.005151551",1297.37569060773
11,10006,"MANHATTAN","LOWER MANHATTAN","0.005151551",0
11,10007,"MANHATTAN","LOWER MANHATTAN","0.005151551",3892.1270718232
11,10009,"MANHATTAN","LOWER EAST SIDE","0.0271954",20047.0588235294
11,10010,"MANHATTAN","GRAMERCY PARK AND MURRAY HILL","0.006948604",3459.66850828729
11,10011,"MANHATTAN","CHELSEA AND CLINTON","0.016532886",31680
11,10012,"MANHATTAN","GREENWICH VILLAGE AND SOHO","0.015095244",6938.46153846154
11,10013,"MANHATTAN","GREENWICH VILLAGE AND SOHO","0.015095244",7569.23076923077
11,10014,"MANHATTAN","GREENWICH VILLAGE AND SOHO","0.015095244",12300
11,10016,"MANHATTAN","GRAMERCY PARK AND MURRAY HILL","0.006948604",8649.17127071823
11,10017,"MANHATTAN","GRAMERCY PARK AND MURRAY HILL","0.006948604",1729.83425414365
11,10018,"MANHATTAN","CHELSEA AND CLINTON","0.016532886",1920
11,10019,"MANHATTAN","CHELSEA AND CLINTON","0.016532886",21120
11,10021,"MANHATTAN","UPPER EAST SIDE","0.022043848",9775
11,10022,"MANHATTAN","GRAMERCY PARK AND MURRAY HILL","0.006948604",4324.58563535912
11,10023,"MANHATTAN","UPPER WEST SIDE","0.037977717",13161.2903225806
11,10024,"MANHATTAN","UPPER WEST SIDE","0.037977717",25500
11,10025,"MANHATTAN","UPPER WEST SIDE","0.037977717",18919.3548387097
11,10026,"MANHATTAN","CENTRAL HARLEM","0.03773811",13475
11,10027,"MANHATTAN","CENTRAL HARLEM","0.03773811",15950
11,10028,"MANHATTAN","UPPER EAST SIDE","0.022043848",6800
11,10029,"MANHATTAN","EAST HARLEM","0.01293878",20325.5524861878
11,10030,"MANHATTAN","CENTRAL HARLEM","0.03773811",11000
11,10031,"MANHATTAN","INWOOD AND WASHINGTON HEIGHTS","0.051874925",20745.6140350877
11,10032,"MANHATTAN","INWOOD AND WASHINGTON HEIGHTS","0.051874925",14956.1403508772
11,10033,"MANHATTAN","INWOOD AND WASHINGTON HEIGHTS","0.051874925",6030.70175438596
11,10034,"MANHATTAN","INWOOD AND WASHINGTON HEIGHTS","0.051874925",5548.24561403509
11,10035,"MANHATTAN","EAST HARLEM","0.01293878",11243.9226519337
11,10036,"MANHATTAN","CHELSEA AND CLINTON","0.016532886",24960
11,10037,"MANHATTAN","CENTRAL HARLEM","0.03773811",1925
11,10038,"MANHATTAN","LOWER MANHATTAN","0.005151551",3459.66850828729
11,10039,"MANHATTAN","CENTRAL HARLEM","0.03773811",2750
11,10040,"MANHATTAN","INWOOD AND WASHINGTON HEIGHTS","0.051874925",4583.33333333333
11,10065,"MANHATTAN","UPPER EAST SIDE","0.022043848",7225
11,10075,"MANHATTAN","UPPER EAST SIDE","0.022043848",7225
11,10128,"MANHATTAN","UPPER EAST SIDE","0.022043848",23800
11,10162,"MANHATTAN","#N/A","#N/A",0
11,10280,"MANHATTAN","LOWER MANHATTAN","0.005151551",432.458563535912
11,10282,"MANHATTAN","#N/A","#N/A",432.458563535912
11,10301,"STATEN ISLAND","STAPLETON AND ST. GEORGE","0.011860549",9514.08839779006
11,10302,"STATEN ISLAND","PORT RICHMOND","0.009943692",7784.25414364641
11,10303,"STATEN ISLAND","PORT RICHMOND","0.009943692",10811.4640883978
11,10304,"STATEN ISLAND","STAPLETON AND ST. GEORGE","0.011860549",13406.2154696133
11,10305,"STATEN ISLAND","STAPLETON AND ST. GEORGE","0.011860549",18595.7182320442
11,10306,"STATEN ISLAND","SOUTH SHORE","0.021325027",31900
11,10307,"STATEN ISLAND","SOUTH SHORE","0.021325027",4950
11,10308,"STATEN ISLAND","SOUTH SHORE","0.021325027",15950
11,10309,"STATEN ISLAND","SOUTH SHORE","0.021325027",10450
11,10310,"STATEN ISLAND","PORT RICHMOND","0.009943692",5621.96132596685
11,10312,"STATEN ISLAND","SOUTH SHORE","0.021325027",33550
11,10314,"STATEN ISLAND","MID ISLAND","0.00850605",20758.0110497238
11,10451,"BRONX","HIGH BRIDGE AND MORRISANIA","0.043488679",7413.5593220339
11,10452,"BRONX","HIGH BRIDGE AND MORRISANIA","0.043488679",12973.7288135593
11,10453,"BRONX","CENTRAL BRONX","0.044686714",16680.8510638298
11,10454,"BRONX","HUNTS POINT AND MOTT HAVEN","0.025757757",7292.30769230769
11,10455,"BRONX","HUNTS POINT AND MOTT HAVEN","0.025757757",12761.5384615385
11,10456,"BRONX","HIGH BRIDGE AND MORRISANIA","0.043488679",17092.3728813559
11,10457,"BRONX","CENTRAL BRONX","0.044686714",20851.0638297872
11,10458,"BRONX","BRONX PARK AND FORDHAM","0.052833353",21952.6315789474
11,10459,"BRONX","HUNTS POINT AND MOTT HAVEN","0.025757757",18230.7692307692
11,10460,"BRONX","CENTRAL BRONX","0.044686714",13813.829787234
11,10461,"BRONX","SOUTHEAST BRONX","0.034743021",7835.29411764706
11,10462,"BRONX","SOUTHEAST BRONX","0.034743021",15670.5882352941
11,10463,"BRONX","KINGSBRIDGE AND RIVERDALE","0.006708997",7351.7955801105
11,10464,"BRONX","SOUTHEAST BRONX","0.034743021",652.941176470588
11,10465,"BRONX","SOUTHEAST BRONX","0.034743021",16976.4705882353
11,10466,"BRONX","NORTHEAST BRONX","0.022043848",21900
11,10467,"BRONX","BRONX PARK AND FORDHAM","0.052833353",28078.9473684211
11,10468,"BRONX","BRONX PARK AND FORDHAM","0.052833353",15315.7894736842
11,10469,"BRONX","NORTHEAST BRONX","0.022043848",23116.6666666667
11,10470,"BRONX","NORTHEAST BRONX","0.022043848",3041.66666666667
11,10471,"BRONX","KINGSBRIDGE AND RIVERDALE","0.006708997",3892.1270718232
11,10472,"BRONX","SOUTHEAST BRONX","0.034743021",47664.7058823529
11,10473,"BRONX","SOUTHEAST BRONX","0.034743021",11100
11,10474,"BRONX","HUNTS POINT AND MOTT HAVEN","0.025757757",2126.92307692308
11,10475,"BRONX","NORTHEAST BRONX","0.022043848",2433.33333333333
11,11001,"QUEENS","#N/A","#N/A",2162.29281767956
11,11004,"QUEENS","SOUTHEAST QUEENS","0.012100156",864.917127071823
11,11040,"QUEENS","#N/A","#N/A",0
11,11101,"QUEENS","NORTHWEST QUEENS","0.017850725",27814.2857142857
11,11102,"QUEENS","NORTHWEST QUEENS","0.017850725",2528.57142857143
11,11103,"QUEENS","NORTHWEST QUEENS","0.017850725",5057.14285714286
11,11104,"QUEENS","NORTHWEST QUEENS","0.017850725",6742.85714285714
11,11105,"QUEENS","NORTHWEST QUEENS","0.017850725",4214.28571428571
11,11106,"QUEENS","NORTHWEST QUEENS","0.017850725",10114.2857142857
11,11201,"BROOKLYN","NORTHWEST BROOKLYN","0.040253983",13854.7619047619
11,11203,"BROOKLYN","FLATBUSH","0.038936145",48200
11,11204,"BROOKLYN","BOROUGH PARK","0.016293279",22041.6666666667
11,11205,"BROOKLYN","NORTHWEST BROOKLYN","0.040253983",28311.9047619048
11,11206,"BROOKLYN","SUNSET PARK","0.047681802",42239.1304347826
11,11207,"BROOKLYN","EAST NEW YORK AND NEW LOTS","0.030310291",47571.4285714286
11,11208,"BROOKLYN","EAST NEW YORK AND NEW LOTS","0.030310291",33035.7142857143
11,11209,"BROOKLYN","SOUTHWEST BROOKLYN","0.009823889",8649.17127071823
11,11210,"BROOKLYN","FLATBUSH","0.038936145",19413.8888888889
11,11211,"BROOKLYN","GREENPOINT","0.022523062",41809.0909090909
11,11212,"BROOKLYN","CENTRAL BROOKLYN","0.093446747",25163.0769230769
11,11213,"BROOKLYN","CENTRAL BROOKLYN","0.093446747",23861.5384615385
11,11214,"BROOKLYN","SOUTHWEST BROOKLYN","0.009823889",9946.54696132597
11,11215,"BROOKLYN","NORTHWEST BROOKLYN","0.040253983",34938.0952380952
11,11216,"BROOKLYN","CENTRAL BROOKLYN","0.093446747",28633.8461538462
11,11217,"BROOKLYN","NORTHWEST BROOKLYN","0.040253983",40961.9047619048
11,11218,"BROOKLYN","BOROUGH PARK","0.016293279",23958.3333333333
11,11219,"BROOKLYN","BOROUGH PARK","0.016293279",26833.3333333333
11,11220,"BROOKLYN","BUSHWICK AND WILLIAMSBURG","0.007907032",8649.17127071823
11,11221,"BROOKLYN","SUNSET PARK","0.047681802",88260.8695652174
11,11222,"BROOKLYN","GREENPOINT","0.022523062",30527.2727272727
11,11223,"BROOKLYN","SOUTHERN BROOKLYN","0.016532886",16421.4285714286
11,11224,"BROOKLYN","SOUTHERN BROOKLYN","0.016532886",16421.4285714286
11,11225,"BROOKLYN","FLATBUSH","0.038936145",27447.2222222222
11,11226,"BROOKLYN","FLATBUSH","0.038936145",29455.5555555556
11,11228,"BROOKLYN","SOUTHWEST BROOKLYN","0.009823889",5189.50276243094
11,11229,"BROOKLYN","SOUTHERN BROOKLYN","0.016532886",14692.8571428571
11,11230,"BROOKLYN","BOROUGH PARK","0.016293279",31625
11,11231,"BROOKLYN","NORTHWEST BROOKLYN","0.040253983",20480.9523809524
11,11232,"BROOKLYN","BUSHWICK AND WILLIAMSBURG","0.007907032",5189.50276243094
11,11233,"BROOKLYN","CENTRAL BROOKLYN","0.093446747",53796.9230769231
11,11234,"BROOKLYN","CANARSIE AND FLATLANDS","0.012100156",19028.1767955801
11,11235,"BROOKLYN","SOUTHERN BROOKLYN","0.016532886",35435.7142857143
11,11236,"BROOKLYN","CANARSIE AND FLATLANDS","0.012100156",17298.3425414365
11,11237,"BROOKLYN","#N/A","#N/A",32434.3922651934
11,11238,"BROOKLYN","CENTRAL BROOKLYN","0.093446747",36876.9230769231
11,11239,"BROOKLYN","CANARSIE AND FLATLANDS","0.012100156",864.917127071823
11,11249,"BROOKLYN","#N/A","#N/A",0
11,11354,"QUEENS","NORTH QUEENS","0.00814664",3459.66850828729
11,11355,"QUEENS","NORTH QUEENS","0.00814664",3892.1270718232
11,11356,"QUEENS","NORTH QUEENS","0.00814664",3459.66850828729
11,11357,"QUEENS","NORTH QUEENS","0.00814664",6054.41988950276
11,11358,"QUEENS","NORTH QUEENS","0.00814664",2162.29281767956
11,11360,"QUEENS","NORTH QUEENS","0.00814664",1297.37569060773
11,11361,"QUEENS","NORTHEAST QUEENS","0.00203666",1297.37569060773
11,11362,"QUEENS","NORTHEAST QUEENS","0.00203666",432.458563535912
11,11363,"QUEENS","NORTHEAST QUEENS","0.00203666",1297.37569060773
11,11364,"QUEENS","NORTHEAST QUEENS","0.00203666",3027.20994475138
11,11365,"QUEENS","CENTRAL QUEENS","0.00203666",3459.66850828729
11,11366,"QUEENS","CENTRAL QUEENS","0.00203666",864.917127071823
11,11367,"QUEENS","CENTRAL QUEENS","0.00203666",4324.58563535912
11,11368,"QUEENS","WEST QUEENS","0.024080508",24027.7777777778
11,11369,"QUEENS","WEST QUEENS","0.024080508",19222.2222222222
11,11370,"QUEENS","WEST QUEENS","0.024080508",12494.4444444444
11,11372,"QUEENS","WEST QUEENS","0.024080508",18261.1111111111
11,11373,"QUEENS","WEST QUEENS","0.024080508",33638.8888888889
11,11374,"QUEENS","WEST CENTRAL QUEENS","0.025038936",5015.38461538462
11,11375,"QUEENS","WEST CENTRAL QUEENS","0.025038936",15673.0769230769
11,11377,"QUEENS","WEST QUEENS","0.024080508",30755.5555555556
11,11378,"QUEENS","WEST QUEENS","0.024080508",19222.2222222222
11,11379,"QUEENS","WEST CENTRAL QUEENS","0.025038936",17553.8461538462
11,11385,"QUEENS","WEST CENTRAL QUEENS","0.025038936",48273.0769230769
11,11411,"QUEENS","SOUTHEAST QUEENS","0.012100156",2594.75138121547
11,11412,"QUEENS","JAMAICA","0.034862825",15095.4545454545
11,11413,"QUEENS","SOUTHEAST QUEENS","0.012100156",6919.33701657459
11,11414,"QUEENS","SOUTHWEST QUEENS","0.016293279",7455.55555555556
11,11415,"QUEENS","SOUTHWEST QUEENS","0.016293279",1355.55555555556
11,11416,"QUEENS","SOUTHWEST QUEENS","0.016293279",9488.88888888889
11,11417,"QUEENS","SOUTHWEST QUEENS","0.016293279",12200
11,11418,"QUEENS","SOUTHWEST QUEENS","0.016293279",7455.55555555556
11,11419,"QUEENS","SOUTHWEST QUEENS","0.016293279",18300
11,11420,"QUEENS","SOUTHWEST QUEENS","0.016293279",21011.1111111111
11,11421,"QUEENS","SOUTHWEST QUEENS","0.016293279",10844.4444444444
11,11422,"QUEENS","SOUTHEAST QUEENS","0.012100156",2594.75138121547
11,11423,"QUEENS","JAMAICA","0.034862825",16772.7272727273
11,11426,"QUEENS","SOUTHEAST QUEENS","0.012100156",4324.58563535912
11,11427,"QUEENS","SOUTHEAST QUEENS","0.012100156",1297.37569060773
11,11428,"QUEENS","SOUTHEAST QUEENS","0.012100156",3027.20994475138
11,11429,"QUEENS","SOUTHEAST QUEENS","0.012100156",7351.7955801105
11,11430,"QUEENS","#N/A","#N/A",0
11,11432,"QUEENS","JAMAICA","0.034862825",14536.3636363636
11,11433,"QUEENS","JAMAICA","0.034862825",25159.0909090909
11,11434,"QUEENS","JAMAICA","0.034862825",18450
11,11435,"QUEENS","JAMAICA","0.034862825",12300
11,11436,"QUEENS","JAMAICA","0.034862825",12859.0909090909
11,11691,"QUEENS","ROCKAWAYS","0.006349587",7784.25414364641
11,11692,"QUEENS","ROCKAWAYS","0.006349587",2594.75138121547
11,11693,"QUEENS","ROCKAWAYS","0.006349587",1729.83425414365
11,11694,"QUEENS","ROCKAWAYS","0.006349587",1297.37569060773
