Year,Zip,RatsN
14,10001,5600
14,10002,19500
14,10003,10900
14,10004,1000
14,10005,300
14,10007,3600
14,10009,18200
14,10010,6300
14,10011,10300
14,10012,12200
14,10013,12600
14,10014,11300
14,10016,10600
14,10017,1700
14,10018,2300
14,10019,4300
14,10021,7900
14,10022,5600
14,10023,13900
14,10024,23800
14,10025,36700
14,10026,19200
14,10027,29500
14,10028,8300
14,10029,17200
14,10030,15900
14,10031,23500
14,10032,21500
14,10033,22500
14,10034,10300
14,10035,13200
14,10036,9900
14,10037,3300
14,10038,4600
14,10039,4000
14,10040,13900
14,10065,4000
14,10075,6300
14,10128,24800
14,10162,300
14,10280,0
14,10301,10300
14,10302,6300
14,10303,10600
14,10304,10900
14,10305,14600
14,10306,22500
14,10307,2300
14,10308,8300
14,10309,7000
14,10310,7900
14,10312,10900
14,10314,21500
14,10451,10900
14,10452,26100
14,10453,24200
14,10454,7600
14,10455,14600
14,10456,44400
14,10457,37100
14,10458,30100
14,10459,20200
14,10460,22800
14,10461,8600
14,10462,11900
14,10463,14600
14,10464,5600
14,10465,8900
14,10466,16200
14,10467,27100
14,10468,19900
14,10469,14200
14,10470,3000
14,10471,4600
14,10472,24200
14,10473,9600
14,10474,5300
14,10475,1300
14,11001,700
14,11004,300
14,11040,700
14,11101,9600
14,11102,7300
14,11103,7900
14,11104,5600
14,11105,6300
14,11106,5300
14,11201,11900
14,11203,21500
14,11204,6300
14,11205,16900
14,11206,27100
14,11207,34400
14,11208,24800
14,11209,4000
14,11210,7600
14,11211,20200
14,11212,24200
14,11213,27500
14,11214,7300
14,11215,23200
14,11216,41000
14,11217,20900
14,11218,7000
14,11219,7900
14,11220,6300
14,11221,77500
14,11222,15600
14,11223,9300
14,11224,6000
14,11225,20500
14,11226,21500
14,11228,5000
14,11229,8900
14,11230,10900
14,11231,11600
14,11232,2300
14,11233,45700
14,11234,11300
14,11235,12200
14,11236,14600
14,11237,25200
14,11238,31800
14,11249,3600
14,11354,4300
14,11355,4600
14,11356,2300
14,11357,3600
14,11358,3600
14,11360,700
14,11361,2000
14,11362,1700
14,11363,1000
14,11364,700
14,11365,2600
14,11366,300
14,11367,4000
14,11368,12900
14,11369,4300
14,11370,4300
14,11372,6000
14,11373,11600
14,11374,3600
14,11375,5000
14,11377,17200
14,11378,11900
14,11379,8900
14,11385,34400
14,11411,3000
14,11412,16500
14,11413,7900
14,11414,5000
14,11415,1700
14,11416,4300
14,11417,7600
14,11418,5000
14,11419,9900
14,11420,6300
14,11421,7000
14,11422,3300
14,11423,4300
14,11426,2600
14,11427,1300
14,11428,2000
14,11429,4600
14,11432,9300
14,11433,13900
14,11434,13600
14,11435,12600
14,11436,4300
14,11691,6300
14,11692,4300
14,11693,700
14,11694,4000
