"Year","Zip","RatsN"
15,"10001",9177.90102389078
15,"10002",22332.8924914676
15,"10003",16214.2918088737
15,"10005",611.860068259386
15,"10006",0
15,"10007",3059.30034129693
15,"10009",23556.6126279863
15,"10010",6424.53071672355
15,"10011",12543.1313993174
15,"10012",15602.4317406143
15,"10013",12543.1313993174
15,"10014",12237.2013651877
15,"10016",6118.60068259386
15,"10017",2141.51023890785
15,"10018",1835.58020477816
15,"10019",6730.46075085324
15,"10020",0
15,"10021",4283.0204778157
15,"10022",9483.83105802048
15,"10023",11625.3412969283
15,"10024",17743.9419795222
15,"10025",35487.8839590444
15,"10026",12543.1313993174
15,"10027",28451.4931740614
15,"10028",9789.76109215017
15,"10029",21415.1023890785
15,"10030",13460.9215017065
15,"10031",25698.1228668942
15,"10032",19273.5921501706
15,"10033",25698.1228668942
15,"10034",12849.0614334471
15,"10035",13460.9215017065
15,"10036",8566.0409556314
15,"10037",6730.46075085324
15,"10038",6730.46075085324
15,"10039",7342.32081911263
15,"10040",10095.6911262799
15,"10044",0
15,"10065",3977.09044368601
15,"10069",0
15,"10075",1529.65017064846
15,"10128",16826.1518771331
15,"10280",917.790102389078
15,"10301",13766.8515358362
15,"10302",5200.81058020478
15,"10303",10401.6211604096
15,"10304",10401.6211604096
15,"10305",14072.7815699659
15,"10306",15296.5017064846
15,"10307",3671.16040955631
15,"10308",7954.18088737201
15,"10309",4588.95051194539
15,"10310",7036.39078498293
15,"10312",8260.11092150171
15,"10314",14684.6416382253
15,"10451",13154.9914675768
15,"10452",29369.2832764505
15,"10453",28451.4931740614
15,"10454",11931.271331058
15,"10455",17132.0819112628
15,"10456",41912.4146757679
15,"10457",39464.9744027304
15,"10458",33958.2337883959
15,"10459",22332.8924914676
15,"10460",26615.9129692833
15,"10461",6730.46075085324
15,"10462",16214.2918088737
15,"10463",15296.5017064846
15,"10464",917.790102389078
15,"10465",7036.39078498293
15,"10466",18355.8020477816
15,"10467",30898.933447099
15,"10468",25698.1228668942
15,"10469",19579.5221843003
15,"10470",2753.37030716724
15,"10471",3977.09044368601
15,"10472",26309.9829351536
15,"10473",6424.53071672355
15,"10474",7648.25085324232
15,"10475",611.860068259386
15,"11001",1835.58020477816
15,"11004",1223.72013651877
15,"11101",10095.6911262799
15,"11102",2447.44027303754
15,"11103",12849.0614334471
15,"11104",3365.23037542662
15,"11105",3671.16040955631
15,"11106",5200.81058020478
15,"11201",10707.5511945392
15,"11203",17132.0819112628
15,"11204",9483.83105802048
15,"11205",12849.0614334471
15,"11206",26921.843003413
15,"11207",38853.114334471
15,"11208",26615.9129692833
15,"11209",4283.0204778157
15,"11210",8260.11092150171
15,"11211",18661.7320819113
15,"11212",19579.5221843003
15,"11213",27839.633105802
15,"11214",8260.11092150171
15,"11215",16826.1518771331
15,"11216",47419.1552901024
15,"11217",21109.1723549488
15,"11218",7954.18088737201
15,"11219",7954.18088737201
15,"11220",6730.46075085324
15,"11221",66386.8174061433
15,"11222",26921.843003413
15,"11223",11013.4812286689
15,"11224",3977.09044368601
15,"11225",17438.0119453925
15,"11226",31204.8634812287
15,"11228",4283.0204778157
15,"11229",7342.32081911263
15,"11230",6118.60068259386
15,"11231",6730.46075085324
15,"11232",3365.23037542662
15,"11233",46195.4351535836
15,"11234",8566.0409556314
15,"11235",8260.11092150171
15,"11236",13460.9215017065
15,"11237",29369.2832764505
15,"11238",33652.3037542662
15,"11242",0
15,"11249",4283.0204778157
15,"11354",4283.0204778157
15,"11355",6424.53071672355
15,"11356",2447.44027303754
15,"11357",2141.51023890785
15,"11358",305.930034129693
15,"11360",611.860068259386
15,"11361",2447.44027303754
15,"11362",917.790102389078
15,"11363",611.860068259386
15,"11364",1529.65017064846
15,"11365",2141.51023890785
15,"11366",611.860068259386
15,"11367",4894.88054607509
15,"11368",11013.4812286689
15,"11369",4283.0204778157
15,"11370",3671.16040955631
15,"11372",6118.60068259386
15,"11373",15602.4317406143
15,"11374",4283.0204778157
15,"11375",5812.67064846416
15,"11377",15908.361774744
15,"11378",5506.74061433447
15,"11379",5812.67064846416
15,"11385",36099.7440273038
15,"11411",3671.16040955631
15,"11412",9177.90102389078
15,"11413",8566.0409556314
15,"11414",3059.30034129693
15,"11415",1223.72013651877
15,"11416",4588.95051194539
15,"11417",8871.97098976109
15,"11418",4588.95051194539
15,"11419",6118.60068259386
15,"11420",7648.25085324232
15,"11421",3671.16040955631
15,"11422",3365.23037542662
15,"11423",2141.51023890785
15,"11426",1529.65017064846
15,"11427",1529.65017064846
15,"11428",917.790102389078
15,"11429",5812.67064846416
15,"11432",11625.3412969283
15,"11433",12237.2013651877
15,"11434",8871.97098976109
15,"11435",11625.3412969283
15,"11436",6118.60068259386
15,"11691",4588.95051194539
15,"11692",1223.72013651877
15,"11693",917.790102389078
15,"11694",1835.58020477816
